# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = real_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = real_data.R
# init = 2 (Default)
# random
#   seed = 4174009954
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,V_hat.1.1,V_hat.2.1,V_hat.3.1,V_hat.4.1,V_hat.5.1,V_hat.6.1,V_hat.1.2,V_hat.2.2,V_hat.3.2,V_hat.4.2,V_hat.5.2,V_hat.6.2,V0s.1,V0s.2,j,i,LL
# Adaptation terminated
# Step size = 0.0560406
# Diagonal elements of inverse mass matrix:
# 0.745958, 0.999055, 0.532509, 0.400807, 0.901723, 0.626497, 0.0095346, 6.28627
65.5217,0.998655,0.0560406,5,31,0,-60.7581,0.986853,0.0790409,0.242769,1.26297,0.799387,-0.0963349,0.914333,0.0138249,0.986853,0.0790409,0.799387,0.242769,1.26297,-0.0963349,0,0,0,0,0,0,0.0283075,0.0453655,0.0721025,0.140755,0.260477,0.374953,0,0.0138249,6,1,-1.54628
65.8302,0.993568,0.0560406,6,63,0,-61.9622,1.96171,0.114875,0.229528,0.428857,1.54911,0.0378187,0.863582,0.0589839,1.96171,0.114875,1.54911,0.229528,0.428857,0.0378187,0,0,0,0,0,0,0.103346,0.143419,0.189962,0.262832,0.325563,0.357237,0,0.0589839,6,1,0.488057
67.285,0.99233,0.0560406,5,63,0,-60.2213,1.96407,0.173359,0.37521,0.575477,3.55591,0.322959,0.777064,0.0116768,1.96407,0.173359,3.55591,0.37521,0.575477,0.322959,0,0,0,0,0,0,0.034531,0.0685363,0.128099,0.269782,0.420782,0.490358,0,0.0116768,6,1,3.03243
70.1647,0.991739,0.0560406,5,31,0,-65.7419,2.25051,0.204868,0.326182,0.873091,2.40631,0.204395,0.775791,0.00815315,2.25051,0.204868,2.40631,0.326182,0.873091,0.204395,0,0,0,0,0,0,0.0213612,0.0401122,0.073895,0.172378,0.345389,0.486206,0,0.00815315,6,1,0.708607
66.6276,0.973801,0.0560406,5,31,0,-62.5668,1.22577,0.12231,0.60724,0.629882,2.93831,0.864637,0.775771,0.00052734,1.22577,0.12231,2.93831,0.60724,0.629882,0.864637,0,0,0,0,0,0,0.00324624,0.0108036,0.0349719,0.167903,0.435892,0.556375,0,0.00052734,6,1,1.60142
64.1419,0.991375,0.0560406,5,47,0,-58.954,0.705273,0.0633932,0.218112,1.01226,2.29969,1.96775,0.786856,0.0549429,0.705273,0.0633932,2.29969,0.218112,1.01226,1.96775,0,0,0,0,0,0,0.100655,0.147669,0.211547,0.341126,0.500467,0.609389,0,0.0549429,6,1,5.36753
63.6174,0.974919,0.0560406,6,63,0,-58.6505,2.43551,0.00564112,0.23638,0.792221,2.53614,1.69742,0.778908,0.0414798,2.43551,0.00564112,2.53614,0.23638,0.792221,1.69742,0,0,0,0,0,0,0.0799748,0.120934,0.17764,0.293155,0.431095,0.520473,0,0.0414798,6,1,3.79744
66.1043,0.998638,0.0560406,5,31,0,-63.2236,1.78975,0.00963244,0.245545,0.985295,1.70367,1.47957,0.773721,0.0268582,1.78975,0.00963244,1.70367,0.245545,0.985295,1.47957,0,0,0,0,0,0,0.0544868,0.0860205,0.133193,0.242527,0.399529,0.519337,0,0.0268582,6,1,2.82942
68.1187,0.997827,0.0560406,6,63,0,-63.2775,0.452556,0.45924,0.417631,1.08807,1.2812,0.495209,0.748723,0.00229941,0.452556,0.45924,1.2812,0.417631,1.08807,0.495209,0,0,0,0,0,0,0.0080069,0.0182834,0.0412466,0.131882,0.354276,0.573142,0,0.00229941,6,1,0.583401
69.4264,0.998921,0.0560406,5,63,0,-67.4978,0.484687,0.529574,0.398777,1.06505,1.35279,0.3909,0.759484,0.00318681,0.484687,0.529574,1.35279,0.398777,1.06505,0.3909,0,0,0,0,0,0,0.0104698,0.0229683,0.0496852,0.148381,0.371414,0.578454,0,0.00318681,6,1,1.17221
69.7397,0.943855,0.0560406,5,63,0,-68.2022,1.26614,0.164785,0.23259,0.804905,2.37402,0.393308,0.754332,0.0323826,1.26614,0.164785,2.37402,0.23259,0.804905,0.393308,0,0,0,0,0,0,0.0625264,0.0951818,0.141638,0.241669,0.372653,0.465677,0,0.0323826,6,1,2.06837
67.0959,0.803614,0.0560406,5,31,0,-63.2526,0.978035,0.251812,0.293414,0.462383,1.99958,-0.191774,0.728328,0.0207202,0.978035,0.251812,1.99958,0.293414,0.462383,-0.191774,0,0,0,0,0,0,0.0469941,0.0781668,0.123852,0.216728,0.31454,0.36657,0,0.0207202,6,1,-0.529356
67.4633,0.981684,0.0560406,5,31,0,-64.5514,0.393486,0.299304,0.297607,2.23766,0.673752,0.659263,0.728472,0.01048,0.393486,0.299304,0.673752,0.297607,2.23766,0.659263,0,0,0,0,0,0,0.0254208,0.0456765,0.0814778,0.189044,0.411515,0.649144,0,0.01048,6,1,2.91864
68.9937,0.988197,0.0560406,6,95,0,-64.0804,1.39271,0.351731,0.594702,0.880657,3.20604,0.70548,0.756418,0.000683958,1.39271,0.351731,3.20604,0.594702,0.880657,0.70548,0,0,0,0,0,0,0.00405689,0.0131891,0.0418942,0.201872,0.562823,0.751478,0,0.000683958,6,1,3.74619
64.7091,0.993361,0.0560406,6,63,0,-60.0799,1.3115,0.0238815,0.280062,0.963784,-1.27625,1.06488,0.81752,0.025612,1.3115,0.0238815,-1.27625,0.280062,0.963784,1.06488,0,0,0,0,0,0,0.0573318,0.0960896,0.156525,0.298748,0.491515,0.622289,0,0.025612,6,1,4.58966
64.3764,0.999429,0.0560406,5,31,0,-63.1524,0.929407,0.0162534,0.266352,0.814848,-0.985217,1.16344,0.844162,0.0258505,0.929407,0.0162534,-0.985217,0.266352,0.814848,1.16344,0,0,0,0,0,0,0.0553296,0.0899584,0.142203,0.26055,0.416418,0.521782,0,0.0258505,6,1,2.8422
70.6141,0.955523,0.0560406,5,63,0,-60.0177,0.605707,0.295273,0.383613,0.733633,0.951684,0.11441,0.753728,0.00590705,0.605707,0.295273,0.951684,0.383613,0.733633,0.11441,0,0,0,0,0,0,0.0183522,0.038418,0.0780299,0.20055,0.398509,0.527622,0,0.00590705,6,1,2.00836
69.0066,0.997104,0.0560406,5,31,0,-67.3141,0.8728,0.123336,0.452339,0.77909,1.98552,1.12236,0.700711,0.00526987,0.8728,0.123336,1.98552,0.452339,0.77909,1.12236,0,0,0,0,0,0,0.0200797,0.0478075,0.108358,0.300405,0.552467,0.668175,0,0.00526987,6,1,5.93336
69.2916,0.981223,0.0560406,5,63,0,-63.2586,1.00294,0.228822,0.393739,0.688025,2.73811,0.683275,0.669182,0.0115231,1.00294,0.228822,2.73811,0.393739,0.688025,0.683275,0,0,0,0,0,0,0.036178,0.0748027,0.145462,0.320797,0.509149,0.593202,0,0.0115231,6,1,5.88701
69.1211,0.975598,0.0560406,5,63,0,-64.984,0.806798,0.521485,0.336969,1.1993,3.29008,-0.303253,0.679555,0.00259081,0.806798,0.521485,3.29008,0.336969,1.1993,-0.303253,0,0,0,0,0,0,0.00709319,0.0138377,0.0268509,0.0710098,0.176838,0.30385,0,0.00259081,6,1,-8.41748
69.0272,0.952568,0.0560406,4,15,0,-64.3289,0.769651,0.720217,0.426189,1.25391,3.37303,0.135883,0.681506,0.00216346,0.769651,0.720217,3.37303,0.426189,1.25391,0.135883,0,0,0,0,0,0,0.00773568,0.0179923,0.0413974,0.136961,0.383377,0.637076,0,0.00216346,6,1,0.989286
67.516,0.627988,0.0560406,6,63,0,-64.1869,1.99242,0.119907,0.516042,0.546382,-0.119535,0.696165,0.771421,0.00525274,1.99242,0.119907,-0.119535,0.516042,0.546382,0.696165,0,0,0,0,0,0,0.023853,0.0620586,0.144531,0.34337,0.485361,0.522958,0,0.00525274,6,1,4.78508
69.8654,0.974165,0.0560406,5,31,0,-65.9849,1.41893,0.151137,0.310974,1.04296,0.689566,0.287612,0.691707,0.00761181,1.41893,0.151137,0.689566,0.310974,1.04296,0.287612,0,0,0,0,0,0,0.0191336,0.0350822,0.0635001,0.14756,0.307915,0.457105,0,0.00761181,6,1,-1.22093
67.7022,0.965559,0.0560406,5,31,0,-65.8839,2.03757,0.10484,0.230019,0.724559,1.1137,0.541851,0.667816,0.0444013,2.03757,0.10484,1.1137,0.230019,0.724559,0.541851,0,0,0,0,0,0,0.0834465,0.123858,0.178395,0.285766,0.409327,0.487541,0,0.0444013,6,1,3.32674
66.8638,0.815754,0.0560406,6,63,0,-55.9617,0.621958,0.541623,0.469253,0.682147,1.76139,-0.134193,0.646992,0.00291832,0.621958,0.541623,1.76139,0.469253,0.682147,-0.134193,0,0,0,0,0,0,0.0117712,0.0293028,0.0702097,0.217752,0.448236,0.566496,0,0.00291832,6,1,2.68308
66.9292,0.978782,0.0560406,6,63,0,-62.8975,1.28832,0.341073,0.415717,1.08335,1.38011,0.240055,0.926035,0.00320521,1.28832,0.341073,1.38011,0.415717,1.08335,0.240055,0,0,0,0,0,0,0.0110744,0.0251007,0.0559658,0.17266,0.430676,0.65267,0,0.00320521,6,1,1.6519
68.5952,0.980685,0.0560406,5,31,0,-63.0538,1.72007,0.105097,0.257665,1.03565,1.44394,0.263381,0.878943,0.022166,1.72007,0.105097,1.44394,0.257665,1.03565,0.263381,0,0,0,0,0,0,0.0468477,0.076111,0.121409,0.231371,0.397611,0.528803,0,0.022166,6,1,2.15743
70.4762,0.997589,0.0560406,5,31,0,-67.9341,1.32103,0.210038,0.281971,1.39207,1.10392,0.39634,0.840335,0.0159629,1.32103,0.210038,1.10392,0.281971,1.39207,0.39634,0,0,0,0,0,0,0.0366368,0.0631336,0.107277,0.226727,0.43423,0.617317,0,0.0159629,6,1,3.089
70.5372,0.989314,0.0560406,6,63,0,-66.5942,1.68083,0.184555,0.383978,0.923715,0.912375,0.318085,0.671425,0.00460793,1.68083,0.184555,0.912375,0.383978,0.923715,0.318085,0,0,0,0,0,0,0.0144254,0.0305408,0.0634049,0.174682,0.39222,0.567145,0,0.00460793,6,1,1.41474
70.301,0.967688,0.0560406,5,31,0,-67.5728,1.08504,0.156793,0.489919,0.970161,1.30466,0.812056,0.692277,0.00186731,1.08504,0.156793,1.30466,0.489919,0.970161,0.812056,0,0,0,0,0,0,0.00806752,0.021199,0.0544936,0.199441,0.513658,0.727471,0,0.00186731,6,1,3.77083
70.5195,0.814042,0.0560406,6,63,0,-67.189,0.702415,0.37709,0.366569,1.00697,2.89604,-0.0562907,0.724026,0.00472484,0.702415,0.37709,2.89604,0.366569,1.00697,-0.0562907,0,0,0,0,0,0,0.0140582,0.0288281,0.0582067,0.15667,0.358721,0.539024,0,0.00472484,6,1,0.795942
64.4856,0.724488,0.0560406,5,31,0,-60.2418,0.738739,0.180672,0.231458,0.61469,3.43403,-0.0864893,0.691654,0.0341528,0.738739,0.180672,3.43403,0.231458,0.61469,-0.0864893,0,0,0,0,0,0,0.0647813,0.0969061,0.14088,0.229402,0.3343,0.402299,0,0.0341528,6,1,0.23813
65.6644,0.900273,0.0560406,5,31,0,-58.7317,0.886707,0.166656,0.363619,0.938345,3.9559,0.355292,0.701124,0.00432552,0.886707,0.166656,3.9559,0.363619,0.938345,0.355292,0,0,0,0,0,0,0.0127603,0.0260271,0.052308,0.140257,0.32229,0.487778,0,0.00432552,6,1,-0.757953
67.4467,0.998671,0.0560406,5,63,0,-59.7265,1.59207,0.135483,0.181615,0.862319,1.29817,0.182293,0.686492,0.0578606,1.59207,0.135483,1.29817,0.181615,0.862319,0.182293,0,0,0,0,0,0,0.0951471,0.130512,0.176005,0.264403,0.373064,0.451001,0,0.0578606,6,1,2.10663
68.3301,0.985603,0.0560406,6,63,0,-63.7526,0.984843,0.0957175,0.294402,1.51652,0.262742,0.333121,0.719099,0.0121756,0.984843,0.0957175,0.262742,0.294402,1.51652,0.333121,0,0,0,0,0,0,0.0291171,0.0516687,0.0906227,0.202055,0.411013,0.60837,0,0.0121756,6,1,2.93379
65.3529,0.999165,0.0560406,5,31,0,-62.2225,0.465211,0.135239,0.407478,0.42045,0.876056,0.880017,0.710342,0.0330544,0.465211,0.135239,0.876056,0.407478,0.42045,0.880017,0,0,0,0,0,0,0.0944483,0.166325,0.250815,0.350612,0.397152,0.409808,0,0.0330544,6,1,3.09967
68.4612,0.950512,0.0560406,5,31,0,-61.6449,1.8109,0.191789,0.355379,1.16379,0.634686,0.343922,0.792567,0.0033064,1.8109,0.191789,0.634686,0.355379,1.16379,0.343922,0,0,0,0,0,0,0.00955078,0.0192771,0.0385774,0.105383,0.261039,0.431198,0,0.0033064,6,1,-1.98334
65.9365,0.982084,0.0560406,5,31,0,-64.1021,1.12036,0.1013,0.451026,0.418487,0.48466,0.611285,0.745471,0.00469409,1.12036,0.1013,0.48466,0.451026,0.418487,0.611285,0,0,0,0,0,0,0.0175967,0.0408544,0.088096,0.21251,0.334658,0.379878,0,0.00469409,6,1,-0.204664
67.026,0.981561,0.0560406,5,31,0,-62.8528,1.08271,0.187847,0.36113,0.544882,-0.431156,0.321262,0.727594,0.00984387,1.08271,0.187847,-0.431156,0.36113,0.544882,0.321262,0,0,0,0,0,0,0.0280935,0.0548521,0.102064,0.220744,0.36399,0.438941,0,0.00984387,6,1,1.07327
68.1715,0.965664,0.0560406,5,31,0,-63.143,1.82103,0.119766,0.431232,1.05032,1.36172,1.32509,0.753763,0.00702081,1.82103,0.119766,1.36172,0.431232,1.05032,1.32509,0,0,0,0,0,0,0.0251547,0.0577001,0.127131,0.351095,0.679294,0.853532,0,0.00702081,6,1,6.5456
65.1756,0.964813,0.0560406,5,31,0,-61.6661,1.87634,0.139342,0.62652,0.663041,0.0305766,0.301281,0.842561,0.000169106,1.87634,0.139342,0.0305766,0.62652,0.663041,0.301281,0,0,0,0,0,0,0.00110626,0.00385652,0.0133088,0.0784419,0.310167,0.500422,0,0.000169106,6,1,-1.31667
64.6495,0.828444,0.0560406,5,63,0,-58.4711,1.96863,0.19781,0.486974,0.861368,1.50793,0.968487,0.866338,0.0120266,1.96863,0.19781,1.50793,0.486974,0.861368,0.968487,0,0,0,0,0,0,0.0495446,0.11985,0.258192,0.558591,0.76514,0.822318,0,0.0120266,6,1,6.57119
63.4185,0.963435,0.0560406,5,31,0,-60.8376,1.00589,0.152817,0.137435,1.33717,0.743728,0.525211,0.732076,0.04858,1.00589,0.152817,0.743728,0.137435,1.33717,0.525211,0,0,0,0,0,0,0.0720346,0.0932345,0.120081,0.173411,0.245646,0.305598,0,0.04858,6,1,-3.21623
62.6597,0.556932,0.0560406,5,63,0,-57.6269,0.841562,0.121556,0.198831,1.4945,0.701344,0.867405,0.730218,0.0852593,0.841562,0.121556,0.701344,0.198831,1.4945,0.867405,0,0,0,0,0,0,0.147925,0.210011,0.292497,0.45798,0.66527,0.813341,0,0.0852593,6,1,7.93929
67.5017,0.998765,0.0560406,5,31,0,-56.8032,0.802015,0.0967174,0.182229,1.61039,0.776222,0.738154,0.74075,0.0402634,0.802015,0.0967174,0.776222,0.182229,1.61039,0.738154,0,0,0,0,0,0,0.0683134,0.0965522,0.135439,0.220484,0.346388,0.455613,0,0.0402634,6,1,1.33822
64.3739,0.95406,0.0560406,5,31,0,-61.4732,0.686067,0.160493,0.296733,2.50848,-1.10932,0.66978,0.710969,0.0120984,0.686067,0.160493,-1.10932,0.296733,2.50848,0.66978,0,0,0,0,0,0,0.0292646,0.0524802,0.0934187,0.215985,0.468184,0.736199,0,0.0120984,6,1,4.20655
67.5208,0.967497,0.0560406,5,31,0,-58.469,0.544135,0.0737304,0.253649,1.0922,-0.459398,0.634629,0.714082,0.0254012,0.544135,0.0737304,-0.459398,0.253649,1.0922,0.634629,0,0,0,0,0,0,0.0529619,0.0852281,0.134606,0.2526,0.427815,0.564422,0,0.0254012,6,1,3.77776
68.9682,0.999668,0.0560406,5,31,0,-66.3944,0.88547,0.0604901,0.319316,0.940857,0.374315,1.0707,0.771692,0.0149348,0.88547,0.0604901,0.374315,0.319316,0.940857,1.0707,0,0,0,0,0,0,0.0379576,0.0693855,0.123282,0.265444,0.476081,0.620832,0,0.0149348,6,1,4.3895
68.3003,0.975779,0.0560406,4,31,0,-60.5759,1.54222,0.0480835,0.233672,1.22569,-0.071552,1.00066,0.750577,0.0390317,1.54222,0.0480835,-0.071552,0.233672,1.22569,1.00066,0,0,0,0,0,0,0.0762148,0.117275,0.17705,0.311231,0.498737,0.640577,0,0.0390317,6,1,5.53691
69.1512,0.977958,0.0560406,6,63,0,-67.3204,0.62834,0.355987,0.441107,0.738614,2.87513,0.39696,0.756664,0.00209679,0.62834,0.355987,2.87513,0.441107,0.738614,0.39696,0,0,0,0,0,0,0.00781435,0.0186025,0.0434006,0.14029,0.345871,0.502473,0,0.00209679,6,1,0.0192345
71.8146,0.978856,0.0560406,4,31,0,-67.9707,0.920419,0.39591,0.385568,0.880222,2.44156,0.270329,0.738454,0.0036438,0.920419,0.39591,2.44156,0.385568,0.880222,0.270329,0,0,0,0,0,0,0.0114819,0.0244555,0.0512244,0.144534,0.338426,0.505755,0,0.0036438,6,1,0.044134
71.8326,0.996341,0.0560406,5,31,0,-70.0592,0.746513,0.290346,0.427579,0.719999,2.33444,0.245742,0.73364,0.003606,0.746513,0.290346,2.33444,0.427579,0.719999,0.245742,0,0,0,0,0,0,0.0128376,0.0294805,0.065695,0.191409,0.407764,0.543151,0,0.003606,6,1,1.95725
70.1292,0.91794,0.0560406,5,63,0,-67.4858,1.01227,0.229638,0.219668,1.0183,1.48932,0.124163,0.780054,0.0319338,1.01227,0.229638,1.48932,0.219668,1.0183,0.124163,0,0,0,0,0,0,0.0599695,0.0901254,0.133336,0.229667,0.366752,0.474751,0,0.0319338,6,1,1.91435
67.9679,0.976619,0.0560406,6,127,0,-64.7615,0.205085,1.88128,0.278917,0.730135,2.84601,0.386913,0.781552,0.0222993,0.205085,1.88128,2.84601,0.278917,0.730135,0.386913,0,0,0,0,0,0,0.0495068,0.0823141,0.132626,0.247397,0.395712,0.492074,0,0.0222993,6,1,2.56568
68.8855,0.995087,0.0560406,5,31,0,-66.6513,0.265474,1.5692,0.259272,0.811972,2.61951,0.348968,0.796829,0.0264009,0.265474,1.5692,2.61951,0.259272,0.811972,0.348968,0,0,0,0,0,0,0.0553496,0.0888482,0.138899,0.251682,0.401425,0.50467,0,0.0264009,6,1,2.75335
68.3179,0.980236,0.0560406,5,31,0,-66.5636,0.278602,1.81432,0.326503,0.737456,0.98076,-0.170824,0.69207,0.00648197,0.278602,1.81432,0.98076,0.326503,0.737456,-0.170824,0,0,0,0,0,0,0.017014,0.0320088,0.0591341,0.138952,0.281758,0.400401,0,0.00648197,6,1,-2.70738
66.2252,0.998048,0.0560406,4,15,0,-65.3941,0.232161,1.29052,0.407418,0.583448,0.945964,-0.246355,0.681558,0.00418514,0.232161,1.29052,0.945964,0.407418,0.583448,-0.246355,0,0,0,0,0,0,0.0139681,0.0306284,0.0648956,0.173971,0.344558,0.446422,0,0.00418514,6,1,-0.5847
68.099,0.99967,0.0560406,5,31,0,-63.239,0.211001,3.03642,0.27328,0.681453,1.08247,0.202218,0.694304,0.0279317,0.211001,3.03642,1.08247,0.27328,0.681453,0.202218,0,0,0,0,0,0,0.060271,0.0978144,0.152985,0.27024,0.407984,0.49094,0,0.0279317,6,1,3.12977
67.7403,0.977293,0.0560406,6,63,0,-65.5289,0.220033,0.277085,0.238113,0.846039,0.531217,0.480832,0.83267,0.0283768,0.220033,0.277085,0.531217,0.238113,0.846039,0.480832,0,0,0,0,0,0,0.0560101,0.0866756,0.131339,0.230921,0.367213,0.467448,0,0.0283768,6,1,1.71405
69.5887,0.988187,0.0560406,6,63,0,-62.6717,1.6352,0.181356,0.596774,0.63817,2.01122,0.858273,0.773641,0.00172839,1.6352,0.181356,2.01122,0.596774,0.63817,0.858273,0,0,0,0,0,0,0.0102175,0.0325092,0.0959994,0.328509,0.551416,0.609119,0,0.00172839,6,1,5.35368
66.1003,0.921631,0.0560406,5,31,0,-65.1596,1.36948,0.235915,0.824599,0.719036,1.36979,0.897872,0.836304,0.000130204,1.36948,0.235915,1.36979,0.824599,0.719036,0.897872,0,0,0,0,0,0,0.00154181,0.00795101,0.0395315,0.293676,0.640824,0.702555,0,0.000130204,6,1,4.53622
71.0127,0.999664,0.0560406,5,31,0,-62.8823,1.17526,0.181956,0.409511,0.646425,1.18798,0.353225,0.756921,0.0062503,1.17526,0.181956,1.18798,0.409511,0.646425,0.353225,0,0,0,0,0,0,0.020865,0.0454669,0.0946853,0.238912,0.431152,0.529804,0,0.0062503,6,1,2.96533
66.2737,0.896248,0.0560406,6,95,0,-63.9147,1.25198,0.182129,0.769524,0.580609,2.5619,1.11193,0.748946,0.000490664,1.25198,0.182129,2.5619,0.769524,0.580609,1.11193,0,0,0,0,0,0,0.00489873,0.0221454,0.0905596,0.377532,0.55114,0.574022,0,0.000490664,6,1,5.97912
67.9896,0.967552,0.0560406,5,63,0,-60.6724,0.818721,0.167695,0.57293,0.532805,2.05266,0.669895,0.789558,0.00191409,0.818721,0.167695,2.05266,0.57293,0.532805,0.669895,0,0,0,0,0,0,0.0105038,0.0316962,0.0884079,0.280249,0.458695,0.506772,0,0.00191409,6,1,3.36059
70.7117,0.981544,0.0560406,6,63,0,-65.4054,0.885658,0.237696,0.494694,0.889264,1.28349,0.205265,0.728143,0.00109711,0.885658,0.237696,1.28349,0.494694,0.889264,0.205265,0,0,0,0,0,0,0.00481918,0.0128438,0.0337223,0.13171,0.385973,0.598905,0,0.00109711,6,1,0.834963
70.0117,0.83808,0.0560406,5,63,0,-65.2972,0.981138,0.386022,0.514521,0.96181,2.15971,0.334505,0.707713,0.000524242,0.981138,0.386022,2.15971,0.514521,0.96181,0.334505,0,0,0,0,0,0,0.00244935,0.00682275,0.0188526,0.0823145,0.293019,0.529743,0,0.000524242,6,1,-2.09381
67.7273,0.989312,0.0560406,5,31,0,-65.3057,2.23447,0.152576,0.273719,0.876408,3.55137,0.438663,0.703033,0.0206908,2.23447,0.152576,3.55137,0.273719,0.876408,0.438663,0,0,0,0,0,0,0.0456606,0.0760513,0.123658,0.238289,0.402378,0.521226,0,0.0206908,6,1,2.82455
65.2948,0.841664,0.0560406,5,31,0,-60.1382,1.15154,0.0706279,0.418468,0.713622,3.13868,1.09575,0.713239,0.00929292,1.15154,0.0706279,3.13868,0.418468,0.713622,1.09575,0,0,0,0,0,0,0.0315795,0.0689325,0.141313,0.33129,0.537017,0.624663,0,0.00929292,6,1,6.14256
68.2489,0.991459,0.0560406,6,63,0,-63.5466,0.313237,0.139711,0.274735,1.11621,0.412748,0.73521,0.799574,0.0185294,0.313237,0.139711,0.412748,0.274735,1.11621,0.73521,0,0,0,0,0,0,0.0413694,0.0697719,0.115578,0.232685,0.418787,0.569109,0,0.0185294,6,1,3.07279
69.7005,0.978914,0.0560406,5,63,0,-65.5205,0.48799,0.348783,0.242318,1.52956,1.24042,-0.220108,0.70372,0.0106129,0.48799,0.348783,1.24042,0.242318,1.52956,-0.220108,0,0,0,0,0,0,0.0217941,0.0350729,0.0561412,0.111759,0.214458,0.320196,0,0.0106129,6,1,-5.50492
70.9849,0.757284,0.0560406,5,63,0,-66.399,0.51762,0.412945,0.315076,0.985878,1.80761,0.435184,0.775001,0.0134556,0.51762,0.412945,1.80761,0.315076,0.985878,0.435184,0,0,0,0,0,0,0.0338988,0.0617933,0.109989,0.240781,0.44762,0.60102,0,0.0134556,6,1,3.68632
69.7732,0.856842,0.0560406,6,63,0,-67.8898,1.15234,0.202359,0.300696,0.709583,1.70128,-0.0458241,0.814809,0.012387,1.15234,0.202359,1.70128,0.300696,0.709583,-0.0458241,0,0,0,0,0,0,0.0297697,0.0525031,0.090291,0.187583,0.333289,0.438349,0,0.012387,6,1,0.436738
70.2177,0.999165,0.0560406,5,31,0,-68.4112,0.681154,0.3386,0.495105,0.852408,1.85627,0.783768,0.696971,0.00191617,0.681154,0.3386,1.85627,0.495105,0.852408,0.783768,0,0,0,0,0,0,0.00839812,0.0222358,0.0573248,0.205869,0.49816,0.674278,0,0.00191617,6,1,3.66045
67.6889,0.973754,0.0560406,6,63,0,-65.7892,2.0197,0.0638474,0.422682,0.995192,1.29607,1.6042,0.807061,0.00481351,2.0197,0.0638474,1.29607,0.422682,0.995192,1.6042,0,0,0,0,0,0,0.0168982,0.0384849,0.0852446,0.248574,0.539356,0.730197,0,0.00481351,6,1,4.34182
64.9269,0.813636,0.0560406,5,31,0,-62.5104,2.52816,0.0381851,0.500157,0.66653,0.983244,2.13798,0.827187,0.00298033,2.52816,0.0381851,0.983244,0.500157,0.66653,2.13798,0,0,0,0,0,0,0.0131583,0.0346055,0.0863868,0.266852,0.499635,0.593607,0,0.00298033,6,1,3.7523
65.1969,0.952346,0.0560406,4,31,0,-58.5833,1.56988,0.0162107,0.385536,0.835319,1.40098,2.00357,0.738831,0.00837029,1.56988,0.0162107,1.40098,0.385536,0.835319,2.00357,0,0,0,0,0,0,0.0260418,0.0543363,0.109223,0.270237,0.503888,0.640475,0,0.00837029,6,1,4.86351
65.9467,1,0.0560406,6,95,0,-63.2646,0.797124,0.208956,0.360497,0.638102,1.38336,-0.675726,0.801016,0.00199785,0.797124,0.208956,1.38336,0.360497,0.638102,-0.675726,0,0,0,0,0,0,0.00585623,0.0119275,0.0240537,0.0660813,0.16215,0.262884,0,0.00199785,6,1,-6.39493
67.2751,0.954053,0.0560406,5,31,0,-61.8904,0.691362,0.346253,0.475752,0.396933,1.37389,0.595001,0.781314,0.0129968,0.691362,0.346253,1.37389,0.475752,0.396933,0.595001,0,0,0,0,0,0,0.0490725,0.106207,0.192962,0.31662,0.374159,0.387817,0,0.0129968,6,1,2.17139
65.8874,0.942113,0.0560406,5,31,0,-63.0023,0.368773,0.121906,0.21976,1.75847,0.944711,-0.0402829,0.798053,0.024534,0.368773,0.121906,0.944711,0.21976,1.75847,-0.0402829,0,0,0,0,0,0,0.0468245,0.0716173,0.108704,0.198703,0.34752,0.486292,0,0.024534,6,1,1.34094
66.9797,0.992435,0.0560406,6,63,0,-63.4177,3.06998,0.164989,0.51855,0.56153,1.29419,0.91356,0.699151,0.00569367,3.06998,0.164989,1.29419,0.51855,0.56153,0.91356,0,0,0,0,0,0,0.0259927,0.0676262,0.156462,0.363122,0.503471,0.539477,0,0.00569367,6,1,5.86168
65.1244,0.998523,0.0560406,5,31,0,-61.0764,1.69087,0.277451,0.693275,0.977529,1.45263,0.858312,0.922572,0.000256972,1.69087,0.277451,1.45263,0.693275,0.977529,0.858312,0,0,0,0,0,0,0.00205272,0.00816206,0.0318583,0.207587,0.667964,0.876054,0,0.000256972,6,1,2.44978
67.5988,0.981217,0.0560406,5,63,0,-60.9721,0.653526,0.0936114,0.393422,1.12029,1.38933,1.14455,0.824511,0.00422665,0.653526,0.0936114,1.38933,0.393422,1.12029,1.14455,0,0,0,0,0,0,0.0136429,0.0295356,0.0628904,0.181718,0.433103,0.650434,0,0.00422665,6,1,2.49602
