# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = real_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = real_data.R
# init = 2 (Default)
# random
#   seed = 4174009954
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,V_hat.1.1,V_hat.2.1,V_hat.3.1,V_hat.4.1,V_hat.5.1,V_hat.6.1,V_hat.1.2,V_hat.2.2,V_hat.3.2,V_hat.4.2,V_hat.5.2,V_hat.6.2,V0s.1,V0s.2,j,i,LL
# Adaptation terminated
# Step size = 0.0560406
# Diagonal elements of inverse mass matrix:
# 0.745958, 0.999055, 0.532509, 0.400807, 0.901723, 0.626497, 0.0095346, 6.28627
69.647,0.997141,0.0560406,6,63,0,-65.0598,0.393887,0.720481,0.219324,2.19744,1.72497,-0.111247,0.675142,0.0154024,0.393887,0.720481,1.72497,0.219324,2.19744,-0.111247,0,0,0,0,0,0,0.0295473,0.0454795,0.0697265,0.13077,0.239248,0.349998,0,0.0154024,6,1,-4.72242
67.0347,0.448391,0.0560406,5,63,0,-62.0172,0.882762,0.27435,0.490151,0.436189,2.36081,0.462747,0.727875,0.0119749,0.882762,0.27435,2.36081,0.490151,0.436189,0.462747,0,0,0,0,0,0,0.0477159,0.107579,0.203251,0.345252,0.411293,0.426503,0,0.0119749,6,1,3.50103
68.0979,0.947866,0.0560406,5,31,0,-63.1117,1.11243,0.346601,0.569547,1.31053,3.15876,0.19604,0.817909,0.000178939,1.11243,0.346601,3.15876,0.569547,1.31053,0.19604,0,0,0,0,0,0,0.000987514,0.00307979,0.00957326,0.0511691,0.240136,0.540009,0,0.000178939,6,1,-2.05364
65.0865,0.73668,0.0560406,5,31,0,-64.0869,2.08969,0.29867,0.611249,1.38948,3.58049,0.370476,0.822726,0.000114831,2.08969,0.29867,3.58049,0.611249,1.38948,0.370476,0,0,0,0,0,0,0.000718316,0.00243587,0.00823684,0.0499834,0.26302,0.614474,0,0.000114831,6,1,-1.34597
68.4672,0.935997,0.0560406,5,31,0,-63.2913,1.11327,0.353734,0.490209,1.24344,3.42628,0.289584,0.844306,0.00106461,1.11327,0.353734,3.42628,0.490209,1.24344,0.289584,0,0,0,0,0,0,0.00462009,0.0122392,0.0320989,0.128568,0.415516,0.711552,0,0.00106461,6,1,1.50165
64.4991,0.524435,0.0560406,6,63,0,-61.4201,0.68029,0.439309,0.504048,0.579462,2.95889,0.427326,0.594839,0.0035997,0.68029,0.439309,2.95889,0.504048,0.579462,0.427326,0,0,0,0,0,0,0.0159789,0.0417837,0.101736,0.284733,0.471807,0.534922,0,0.0035997,6,1,3.81991
71.0547,0.916075,0.0560406,5,31,0,-61.9856,0.819616,0.546127,0.333902,1.18414,3.15049,0.11599,0.745671,0.00487251,0.819616,0.546127,3.15049,0.333902,1.18414,0.11599,0,0,0,0,0,0,0.0131743,0.0254206,0.0485783,0.123543,0.285144,0.452506,0,0.00487251,6,1,-1.47439
68.3426,0.770767,0.0560406,6,63,0,-64.9656,0.45944,1.95445,0.281233,0.547552,2.88073,-0.327171,0.765047,0.0103673,0.45944,1.95445,2.88073,0.281233,0.547552,-0.327171,0,0,0,0,0,0,0.0235138,0.0399708,0.0664846,0.133153,0.234136,0.310625,0,0.0103673,6,1,-3.75434
69.2889,0.991429,0.0560406,5,31,0,-66.6709,0.624152,0.816056,0.463572,0.928583,3.00305,0.278669,0.733088,0.0021735,0.624152,0.816056,3.00305,0.463572,0.928583,0.278669,0,0,0,0,0,0,0.00867147,0.0216072,0.0527339,0.180874,0.457677,0.659918,0,0.0021735,6,1,2.84997
70.1642,0.995728,0.0560406,5,31,0,-67.8289,0.686098,0.72382,0.426268,0.89527,2.93659,0.297158,0.735048,0.00249746,0.686098,0.72382,2.93659,0.426268,0.89527,0.297158,0,0,0,0,0,0,0.00890752,0.0206172,0.0469066,0.148355,0.372799,0.56042,0,0.00249746,6,1,0.909995
70.9298,0.991652,0.0560406,6,63,0,-68.8309,0.657064,0.315655,0.266912,0.923478,2.17142,-0.0238969,0.776145,0.0104984,0.657064,0.315655,2.17142,0.266912,0.923478,-0.0238969,0,0,0,0,0,0,0.0230602,0.038647,0.0640203,0.131406,0.249157,0.356979,0,0.0104984,6,1,-2.69108
70.626,0.98687,0.0560406,6,63,0,-68.4619,1.11782,0.337312,0.563484,0.778717,2.77396,0.495603,0.670299,0.00129715,1.11782,0.337312,2.77396,0.563484,0.778717,0.495603,0,0,0,0,0,0,0.00698167,0.0211525,0.0617816,0.247979,0.558324,0.690412,0,0.00129715,6,1,4.90167
66.2068,0.957415,0.0560406,6,63,0,-64.2904,1.85074,0.135826,0.224368,0.524758,0.0697557,-0.0466693,0.843804,0.0226262,1.85074,0.135826,0.0697557,0.224368,0.524758,-0.0466693,0,0,0,0,0,0,0.042591,0.0637803,0.0934677,0.156464,0.238444,0.297043,0,0.0226262,6,1,-2.64098
67.8046,0.988011,0.0560406,6,63,0,-63.8497,1.26167,0.126232,0.414449,1.14039,1.26221,1.28408,0.832165,0.00748345,1.26167,0.126232,1.26221,0.414449,1.14039,1.28408,0,0,0,0,0,0,0.0255333,0.0568491,0.122357,0.33544,0.673944,0.875787,0,0.00748345,6,1,5.32369
70.3806,0.999527,0.0560406,6,63,0,-66.0394,0.712419,0.274432,0.218174,1.08749,1.2449,0.122464,0.802661,0.0234613,0.712419,0.274432,1.2449,0.218174,1.08749,0.122464,0,0,0,0,0,0,0.0442624,0.0669847,0.100251,0.17776,0.297159,0.399936,0,0.0234613,6,1,-0.458727
69.766,0.918807,0.0560406,6,63,0,-66.9384,0.661483,0.157852,0.261556,0.845955,1.27274,-0.0273632,0.772,0.0208313,0.661483,0.157852,1.27274,0.261556,0.845955,-0.0273632,0,0,0,0,0,0,0.0443541,0.0722345,0.115124,0.217106,0.364386,0.474384,0,0.0208313,6,1,1.64554
69.2826,0.930443,0.0560406,6,63,0,-66.8723,1.13521,0.199989,0.470407,0.948219,2.27189,0.189304,0.68035,0.00188881,1.13521,0.199989,2.27189,0.470407,0.948219,0.189304,0,0,0,0,0,0,0.00769853,0.0194772,0.0483509,0.171213,0.450113,0.662198,0,0.00188881,6,1,2.46741
70.0036,0.992846,0.0560406,5,31,0,-66.4028,0.877876,0.198756,0.346661,1.15246,1.4641,0.650253,0.699152,0.00606633,0.877876,0.198756,1.4641,0.346661,1.15246,0.650253,0,0,0,0,0,0,0.0169993,0.03351,0.0651371,0.167018,0.373509,0.564223,0,0.00606633,6,1,1.30018
71.4839,0.959593,0.0560406,4,15,0,-67.9814,1.32932,0.21328,0.398976,1.24182,1.2885,0.329032,0.684783,0.00329469,1.32932,0.21328,1.2885,0.398976,1.24182,0.329032,0,0,0,0,0,0,0.010839,0.0238192,0.0516921,0.156089,0.400393,0.638074,0,0.00329469,6,1,1.70288
69.1605,0.691728,0.0560406,5,31,0,-67.3287,2.01661,0.120923,0.274121,0.945259,1.46387,0.356512,0.6815,0.0140786,2.01661,0.120923,1.46387,0.274121,0.945259,0.356512,0,0,0,0,0,0,0.0314439,0.0531144,0.088277,0.179518,0.328872,0.453743,0,0.0140786,6,1,-0.311749
66.8578,0.973972,0.0560406,6,63,0,-65.1482,0.648594,0.148412,0.361742,0.72102,2.19814,0.583849,0.873779,0.00618758,0.648594,0.148412,2.19814,0.361742,0.72102,0.583849,0,0,0,0,0,0,0.0180132,0.0361766,0.0708104,0.175771,0.35207,0.47803,0,0.00618758,6,1,0.616487
68.0634,0.994055,0.0560406,5,47,0,-57.3008,1.09441,0.150308,0.323469,0.820611,2.98481,0.675586,0.835147,0.0191075,1.09441,0.150308,2.98481,0.323469,0.820611,0.675586,0,0,0,0,0,0,0.0485715,0.0880174,0.153144,0.309485,0.504738,0.618066,0,0.0191075,6,1,4.55216
69.1174,0.911036,0.0560406,5,63,0,-64.3248,1.40527,0.222048,0.60487,0.715921,3.19494,0.465402,0.691142,0.000341495,1.40527,0.222048,3.19494,0.60487,0.715921,0.465402,0,0,0,0,0,0,0.00209131,0.00696327,0.0228235,0.120386,0.396447,0.577186,0,0.000341495,6,1,0.00887419
67.4567,0.979111,0.0560406,4,15,0,-65.5446,0.880186,0.229644,0.599641,0.753274,3.01949,0.706715,0.687724,0.000350637,0.880186,0.229644,3.01949,0.599641,0.753274,0.706715,0,0,0,0,0,0,0.0021141,0.00696842,0.0226347,0.118786,0.399852,0.594809,0,0.000350637,6,1,0.125088
69.2173,0.993665,0.0560406,5,63,0,-63.9508,0.709843,0.268505,0.38379,0.767075,2.32448,0.0932216,0.862583,0.00418112,0.709843,0.268505,2.32448,0.38379,0.767075,0.0932216,0,0,0,0,0,0,0.0130691,0.0276146,0.0571232,0.155596,0.342041,0.486489,0,0.00418112,6,1,0.314013
71.7332,0.998142,0.0560406,5,31,0,-67.4874,1.01526,0.351497,0.476624,0.695563,1.95651,0.216338,0.768413,0.00197335,1.01526,0.351497,1.95651,0.476624,0.695563,0.216338,0,0,0,0,0,0,0.00817147,0.0208083,0.0515227,0.17425,0.405328,0.545102,0,0.00197335,6,1,1.58059
71.117,0.973074,0.0560406,5,63,0,-69.7168,0.901613,0.220157,0.323013,0.892948,1.48017,0.0935797,0.692249,0.0100169,0.901613,0.220157,1.48017,0.323013,0.892948,0.0935797,0,0,0,0,0,0,0.0259233,0.04819,0.0876493,0.199041,0.38442,0.52733,0,0.0100169,6,1,1.75852
68.7362,0.965527,0.0560406,5,63,0,-66.0814,0.665895,0.144215,0.31189,1.07386,0.0527563,0.753416,0.790901,0.0118546,0.665895,0.144215,0.0527563,0.31189,1.07386,0.753416,0,0,0,0,0,0,0.0297088,0.0541387,0.0967955,0.216498,0.420521,0.58597,0,0.0118546,6,1,2.93272
63.7378,0.924779,0.0560406,6,127,0,-60.8516,0.943386,0.00386068,0.353155,0.823624,1.63857,1.03438,0.786294,0.00841881,0.943386,0.00386068,1.63857,0.353155,0.823624,1.03438,0,0,0,0,0,0,0.023828,0.0468948,0.089785,0.214867,0.415531,0.554768,0,0.00841881,6,1,2.61542
66.1956,0.973218,0.0560406,5,31,0,-60.0514,2.39314,0.0849172,0.211762,1.02268,1.02025,1.41536,0.78609,0.0683678,2.39314,0.0849172,1.02025,0.211762,1.02268,1.41536,0,0,0,0,0,0,0.12182,0.175064,0.245243,0.381676,0.541174,0.646223,0,0.0683678,6,1,6.10368
62.435,0.908076,0.0560406,6,63,0,-60.6144,1.17493,0.0343789,0.22425,1.58409,1.81985,-0.311365,0.907419,0.0131997,1.17493,0.0343789,1.81985,0.22425,1.58409,-0.311365,0,0,0,0,0,0,0.0256614,0.0398197,0.0614816,0.116155,0.212656,0.309497,0,0.0131997,6,1,-3.08588
62.7089,0.912094,0.0560406,6,63,0,-59.1991,2.54503,0.0245948,0.182715,0.747432,1.23636,-0.699023,0.881841,0.033378,2.54503,0.0245948,1.23636,0.182715,0.747432,-0.699023,0,0,0,0,0,0,0.0559221,0.0780164,0.107483,0.168283,0.250039,0.314001,0,0.033378,6,1,-1.93297
62.3261,0.777224,0.0560406,6,63,0,-57.8932,1.10012,0.0141444,0.362694,0.469076,0.72396,-0.27833,0.761986,0.0461596,1.10012,0.0141444,0.72396,0.362694,0.469076,-0.27833,0,0,0,0,0,0,0.114792,0.188067,0.272181,0.377166,0.433491,0.451146,0,0.0461596,6,1,4.05551
66.9716,0.984362,0.0560406,5,63,0,-58.2522,2.40626,0.0328759,0.211069,1.36078,0.655937,0.952643,0.709476,0.0308304,2.40626,0.0328759,0.655937,0.211069,1.36078,0.952643,0,0,0,0,0,0,0.0569339,0.0849696,0.125482,0.218556,0.360516,0.4827,0,0.0308304,6,1,1.64768
69.7358,0.996702,0.0560406,5,31,0,-65.7544,1.47761,0.120383,0.265555,1.44803,0.429885,0.754015,0.718846,0.0202374,1.47761,0.120383,0.429885,0.265555,1.44803,0.754015,0,0,0,0,0,0,0.0441381,0.0735008,0.120717,0.243082,0.447649,0.625791,0,0.0202374,6,1,4.19076
68.2067,0.998579,0.0560406,6,63,0,-66.1956,1.97453,0.0437882,0.255459,0.776472,1.03085,1.48951,0.784045,0.0429934,1.97453,0.0437882,1.03085,0.255459,0.776472,1.48951,0,0,0,0,0,0,0.0869724,0.134893,0.2015,0.333825,0.480436,0.566904,0,0.0429934,6,1,4.94279
68.3307,0.959642,0.0560406,5,31,0,-66.2473,1.30407,0.0700214,0.361207,1.37854,1.11925,1.29142,0.764525,0.00608468,1.30407,0.0700214,1.11925,0.361207,1.37854,1.29142,0,0,0,0,0,0,0.0178289,0.0362204,0.0725724,0.194461,0.450455,0.689114,0,0.00608468,6,1,3.27979
64.2697,0.552658,0.0560406,5,63,0,-60.8226,0.435568,0.110116,0.445144,0.449728,-0.193941,0.62481,0.716466,0.0200636,0.435568,0.110116,-0.193941,0.445144,0.449728,0.62481,0,0,0,0,0,0,0.0678007,0.135763,0.2307,0.35986,0.422007,0.437918,0,0.0200636,6,1,3.93904
69.4722,0.939559,0.0560406,6,63,0,-62.0088,0.660042,0.201384,0.250195,1.07154,0.842655,-0.00459512,0.721301,0.0188469,0.660042,0.201384,0.842655,0.250195,1.07154,-0.00459512,0,0,0,0,0,0,0.0391525,0.0630801,0.100211,0.192175,0.339073,0.463927,0,0.0188469,6,1,0.653808
70.3408,0.986991,0.0560406,5,63,0,-67.8033,0.51495,0.302137,0.420025,0.631572,1.13122,0.457078,0.709155,0.00758747,0.51495,0.302137,1.13122,0.420025,0.631572,0.457078,0,0,0,0,0,0,0.0259634,0.0570565,0.118123,0.282851,0.467941,0.548738,0,0.00758747,6,1,4.33271
66.4121,0.895247,0.0560406,6,95,0,-59.4812,1.65358,0.145243,0.207077,1.76245,2.77912,0.344006,0.861815,0.0208696,1.65358,0.145243,2.77912,0.207077,1.76245,0.344006,0,0,0,0,0,0,0.038451,0.0575358,0.0856228,0.152963,0.264899,0.372119,0,0.0208696,6,1,-1.36105
70.7356,0.993647,0.0560406,5,31,0,-61.7926,0.645956,0.178809,0.304317,1.32836,0.573035,0.478823,0.760868,0.0101342,0.645956,0.178809,0.573035,0.304317,1.32836,0.478823,0,0,0,0,0,0,0.0249671,0.0451759,0.0807292,0.184431,0.380697,0.564201,0,0.0101342,6,1,1.98648
68.5566,0.948047,0.0560406,6,63,0,-65.4713,0.636728,0.880954,0.275449,0.672778,2.81263,0.00411614,0.673854,0.0168782,0.636728,0.880954,2.81263,0.275449,0.672778,0.00411614,0,0,0,0,0,0,0.0373618,0.0622745,0.101155,0.193711,0.323087,0.414299,0,0.0168782,6,1,-0.785873
68.47,0.985875,0.0560406,5,63,0,-65.3849,0.420704,2.1843,0.349224,0.937045,2.84321,-0.269502,0.718322,0.00372673,0.420704,2.1843,2.84321,0.349224,0.937045,-0.269502,0,0,0,0,0,0,0.0105475,0.0209686,0.0412277,0.108689,0.255103,0.402246,0,0.00372673,6,1,-3.31623
64.3956,0.979711,0.0560406,5,31,0,-60.6658,0.532168,0.676501,0.147003,2.90384,3.54983,-0.52014,0.770372,0.0250488,0.532168,0.676501,3.54983,0.147003,2.90384,-0.52014,0,0,0,0,0,0,0.0387475,0.0517548,0.069024,0.105887,0.161317,0.21242,0,0.0250488,6,1,-6.99388
64.1886,0.832869,0.0560406,5,31,0,-62.1689,0.507057,0.601778,0.153808,3.04753,3.44682,-0.394169,0.744653,0.0185282,0.507057,0.601778,3.44682,0.153808,3.04753,-0.394169,0,0,0,0,0,0,0.0292876,0.0396988,0.0537456,0.0843859,0.131726,0.176424,0,0.0185282,6,1,-9.46206
69.3951,0.902779,0.0560406,5,31,0,-61.9912,1.05247,0.211937,0.539255,0.594499,0.623555,0.497622,0.765081,0.00194675,1.05247,0.211937,0.623555,0.539255,0.594499,0.497622,0,0,0,0,0,0,0.00968698,0.0276104,0.074472,0.249269,0.466386,0.543704,0,0.00194675,6,1,3.32472
66.0243,0.992111,0.0560406,5,31,0,-63.2939,1.01984,0.128828,0.126674,1.75103,1.86815,0.174585,0.720527,0.0687903,1.01984,0.128828,1.86815,0.126674,1.75103,0.174585,0,0,0,0,0,0,0.0987989,0.125248,0.158101,0.22193,0.306569,0.375983,0,0.0687903,6,1,-0.371959
68.1037,0.999175,0.0560406,6,63,0,-62.8782,1.56015,0.115382,0.648165,0.806008,1.1346,1.1805,0.729995,0.000358565,1.56015,0.115382,1.1346,0.648165,0.806008,1.1805,0,0,0,0,0,0,0.00249976,0.00906445,0.0321775,0.181518,0.540156,0.710373,0,0.000358565,6,1,3.20266
69.2086,0.97993,0.0560406,5,63,0,-65.9151,1.94735,0.131714,0.589305,0.841768,0.997102,0.85898,0.763452,0.000664633,1.94735,0.131714,0.997102,0.589305,0.841768,0.85898,0,0,0,0,0,0,0.00387901,0.0124773,0.039241,0.187444,0.527478,0.711348,0,0.000664633,6,1,3.26615
68.9319,0.993029,0.0560406,6,63,0,-65.704,0.365991,2.04639,0.215925,2.38762,2.62973,-0.0461913,0.777781,0.0152053,0.365991,2.04639,2.62973,0.215925,2.38762,-0.0461913,0,0,0,0,0,0,0.0288942,0.0442109,0.0674153,0.125618,0.229107,0.335464,0,0.0152053,6,1,-3.31243
68.4491,0.852641,0.0560406,6,63,0,-65.9401,0.419,0.512015,0.491583,0.523043,1.23776,0.618477,0.732479,0.00549554,0.419,0.512015,1.23776,0.491583,0.523043,0.618477,0,0,0,0,0,0,0.0231942,0.0577149,0.130228,0.309446,0.451696,0.493859,0,0.00549554,6,1,4.02388
68.522,0.980218,0.0560406,6,63,0,-63.337,0.594111,0.132255,0.298991,1.1334,1.13957,0.252762,0.654003,0.0114619,0.594111,0.132255,1.13957,0.298991,1.1334,0.252762,0,0,0,0,0,0,0.0277001,0.0493833,0.0867089,0.191365,0.37686,0.538699,0,0.0114619,6,1,1.3468
70.4551,0.9824,0.0560406,5,31,0,-65.814,0.837061,0.215952,0.329303,0.619852,1.12646,0.420575,0.725433,0.0157341,0.837061,0.215952,1.12646,0.329303,0.619852,0.420575,0,0,0,0,0,0,0.0405221,0.0737964,0.128341,0.255502,0.404871,0.486226,0,0.0157341,6,1,2.75356
71.6561,0.956166,0.0560406,6,63,0,-68.4453,0.636136,0.414678,0.328349,1.08573,1.62935,0.243394,0.816286,0.00842292,0.636136,0.414678,1.62935,0.328349,1.08573,0.243394,0,0,0,0,0,0,0.0222665,0.0421367,0.0784312,0.187328,0.389028,0.562939,0,0.00842292,6,1,1.95234
64.3357,0.61787,0.0560406,5,47,0,-59.2034,0.341108,0.441355,0.468289,0.362277,0.741664,-0.187088,0.879517,0.00753786,0.341108,0.441355,0.741664,0.468289,0.362277,-0.187088,0,0,0,0,0,0,0.0288699,0.0655512,0.130585,0.252387,0.327305,0.347714,0,0.00753786,6,1,0.200611
68.1173,0.917384,0.0560406,5,47,0,-62.4872,0.705213,0.216291,0.29043,1.25175,1.86755,0.789259,0.835477,0.0113477,0.705213,0.216291,1.86755,0.29043,1.25175,0.789259,0,0,0,0,0,0,0.0267836,0.0470843,0.0817451,0.179112,0.35706,0.521185,0,0.0113477,6,1,1.25936
67.4988,0.99136,0.0560406,5,31,0,-64.8317,0.515816,0.238016,0.248972,0.76146,0.461332,-0.0999373,0.845251,0.0148698,0.515816,0.238016,0.461332,0.248972,0.76146,-0.0999373,0,0,0,0,0,0,0.0307164,0.0492566,0.0777962,0.147458,0.256128,0.346256,0,0.0148698,6,1,-1.94804
65.7394,0.977977,0.0560406,6,63,0,-60.1724,2.17375,0.153816,0.447656,0.868807,3.62933,1.20496,0.805361,0.00850695,2.17375,0.153816,3.62933,0.447656,0.868807,1.20496,0,0,0,0,0,0,0.0317064,0.0737249,0.160735,0.404083,0.668188,0.773893,0,0.00850695,6,1,6.64641
65.8313,0.999616,0.0560406,6,63,0,-62.9177,2.50231,0.126681,0.399014,1.75922,-1.18008,0.745082,0.806472,0.0037216,2.50231,0.126681,-1.18008,0.399014,1.75922,0.745082,0,0,0,0,0,0,0.01226,0.0270014,0.0588715,0.180898,0.483877,0.804538,0,0.0037216,6,1,3.06112
66.1596,0.986858,0.0560406,5,31,0,-62.317,2.56968,0.150816,0.377131,1.58261,-1.17774,0.695324,0.797026,0.00472711,2.56968,0.150816,-1.17774,0.377131,1.58261,0.695324,0,0,0,0,0,0,0.0145628,0.0306434,0.0637595,0.182235,0.454921,0.730676,0,0.00472711,6,1,3.01349
68.1936,0.978524,0.0560406,5,63,0,-58.8431,0.748064,0.367068,0.302054,1.87755,1.69752,0.584959,0.885611,0.0118805,0.748064,0.367068,1.69752,0.302054,1.87755,0.584959,0,0,0,0,0,0,0.0291303,0.05262,0.094087,0.216823,0.458506,0.697567,0,0.0118805,6,1,2.94664
67.3028,0.702511,0.0560406,5,31,0,-62.6133,0.583386,0.187057,0.241804,0.830598,2.01177,-0.270598,0.868526,0.0163062,0.583386,0.187057,2.01177,0.241804,0.830598,-0.270598,0,0,0,0,0,0,0.0329917,0.0522199,0.0815094,0.152425,0.26335,0.35678,0,0.0163062,6,1,-1.58699
62.7253,0.977826,0.0560406,5,31,0,-61.958,0.663653,0.176005,0.29057,0.9832,2.07998,-0.671527,0.96197,0.00808746,0.663653,0.176005,2.07998,0.29057,0.9832,-0.671527,0,0,0,0,0,0,0.0191186,0.0336695,0.0586218,0.129431,0.261572,0.386646,0,0.00808746,6,1,-1.67998
63.9636,0.913443,0.0560406,6,63,0,-58.1915,0.119479,0.596239,0.356336,0.602457,1.07773,1.19984,0.637287,0.0144967,0.119479,0.596239,1.07773,0.356336,0.602457,1.19984,0,0,0,0,0,0,0.040364,0.0769607,0.138559,0.280272,0.431963,0.504769,0,0.0144967,6,1,3.45881
59.0567,0.784309,0.0560406,5,31,0,-54.0837,0.11135,0.352551,0.605631,0.647432,0.595732,0.700733,0.697843,0.00164488,0.11135,0.352551,0.595732,0.605631,0.647432,0.700733,0,0,0,0,0,0,0.00998987,0.0323663,0.0972193,0.337233,0.563229,0.619834,0,0.00164488,6,1,6.24958
62.6127,0.99928,0.0560406,6,63,0,-56.9401,0.061502,0.488772,0.543283,0.4042,0.202197,0.589309,0.780298,0.00596683,0.061502,0.488772,0.202197,0.543283,0.4042,0.589309,0,0,0,0,0,0,0.0287108,0.0746828,0.162423,0.312922,0.382345,0.396553,0,0.00596683,6,1,2.28961
67.4123,0.999441,0.0560406,5,31,0,-59.7388,0.0753826,1.17193,0.340197,0.88704,0.997439,0.684299,0.731483,0.00902487,0.0753826,1.17193,0.997439,0.340197,0.88704,0.684299,0,0,0,0,0,0,0.0245986,0.0472956,0.0887793,0.20919,0.409195,0.557404,0,0.00902487,6,1,2.59075
71.4307,0.975806,0.0560406,6,127,0,-65.7637,0.951167,0.442563,0.428882,1.00902,2.96393,0.213139,0.78735,0.00272709,0.951167,0.442563,2.96393,0.428882,1.00902,0.213139,0,0,0,0,0,0,0.00980453,0.0228168,0.052197,0.166425,0.420715,0.633388,0,0.00272709,6,1,2.17512
70.8399,0.999631,0.0560406,6,63,0,-68.8503,0.427859,2.21753,0.28859,0.957738,2.52956,0.0288178,0.708285,0.0131973,0.427859,2.21753,2.52956,0.28859,0.957738,0.0288178,0,0,0,0,0,0,0.030784,0.053484,0.0912745,0.191781,0.357318,0.492794,0,0.0131973,6,1,1.06671
71.8598,0.881946,0.0560406,6,63,0,-69.1155,0.655025,0.304422,0.317542,0.942423,1.47883,0.386308,0.793874,0.0122306,0.655025,0.304422,1.47883,0.317542,0.942423,0.386308,0,0,0,0,0,0,0.0310662,0.0569617,0.102026,0.225609,0.423458,0.571371,0,0.0122306,6,1,2.98475
70.8053,0.99105,0.0560406,5,31,0,-70.2989,0.558687,0.331487,0.326702,1.14445,1.50023,0.0463525,0.823921,0.00636412,0.558687,0.331487,1.50023,0.326702,1.14445,0.0463525,0,0,0,0,0,0,0.0168035,0.031866,0.0597158,0.14641,0.321645,0.490988,0,0.00636412,6,1,0.143817
71.8917,0.870243,0.0560406,5,31,0,-69.3002,0.915406,0.209138,0.353391,0.969311,1.73291,0.316551,0.766274,0.0083285,0.915406,0.209138,1.73291,0.353391,0.969311,0.316551,0,0,0,0,0,0,0.02366,0.0467961,0.0903937,0.221909,0.447372,0.615264,0,0.0083285,6,1,3.43432
67.6487,0.990634,0.0560406,5,31,0,-66.3434,1.244,0.127412,0.475114,1.31615,1.97275,1.10355,0.809268,0.00139262,1.244,0.127412,1.97275,0.475114,1.31615,1.10355,0,0,0,0,0,0,0.0057732,0.0148278,0.0376766,0.143711,0.444425,0.748489,0,0.00139262,6,1,2.11496
69.1976,0.979893,0.0560406,6,79,0,-65.3823,0.599453,0.520832,0.375269,0.499063,2.10489,0.00130933,0.82843,0.00529746,0.599453,0.520832,2.10489,0.375269,0.499063,0.00130933,0,0,0,0,0,0,0.0159775,0.0326731,0.064486,0.156638,0.291995,0.373887,0,0.00529746,6,1,-1.27833
67.4112,0.983689,0.0560406,6,63,0,-65.7083,0.309444,1.78582,0.172557,2.44538,1.3316,-0.28079,0.674972,0.0215837,0.309444,1.78582,1.3316,0.172557,2.44538,-0.28079,0,0,0,0,0,0,0.0360045,0.0505369,0.0707632,0.116463,0.189325,0.259087,0,0.0215837,6,1,-7.99266
63.6433,0.255034,0.0560406,6,63,0,-59.5999,0.43282,0.745621,0.294361,0.51532,2.40812,0.0454227,0.97864,0.0111909,0.43282,0.745621,2.40812,0.294361,0.51532,0.0454227,0,0,0,0,0,0,0.0262548,0.0454468,0.076474,0.152783,0.260106,0.333626,0,0.0111909,6,1,-1.94453
64.5934,0.432187,0.0560406,6,63,0,-59.7492,0.373864,1.55304,0.561715,0.733796,2.20563,0.0503306,0.814709,0.0012108,0.373864,1.55304,2.20563,0.561715,0.733796,0.0503306,0,0,0,0,0,0,0.00648319,0.01958,0.0570565,0.229369,0.521247,0.647891,0,0.0012108,6,1,3.54093
70.1241,0.96952,0.0560406,6,127,0,-63.1852,0.539322,0.915795,0.217122,1.45111,2.38799,-0.136392,0.718475,0.0197158,0.539322,0.915795,2.38799,0.217122,1.45111,-0.136392,0,0,0,0,0,0,0.0373523,0.0568683,0.0859612,0.156382,0.272958,0.382287,0,0.0197158,6,1,-2.12019
70.8691,0.893123,0.0560406,5,63,0,-68.6499,0.341989,1.41162,0.215648,1.43007,1.9912,-0.216452,0.735105,0.0148295,0.341989,1.41162,1.9912,0.215648,1.43007,-0.216452,0,0,0,0,0,0,0.0280553,0.042732,0.0647324,0.118731,0.210817,0.300605,0,0.0148295,6,1,-5.0267
72.3132,0.995813,0.0560406,5,63,0,-68.815,0.615319,0.451732,0.31663,1.21979,2.19178,0.171996,0.74052,0.00655886,0.615319,0.451732,2.19178,0.31663,1.21979,0.171996,0,0,0,0,0,0,0.0168143,0.0312927,0.0576405,0.138639,0.303713,0.468933,0,0.00655886,6,1,-0.757449
