# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.R
# init = 2 (Default)
# random
#   seed = 4087703769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0.1,V0.2,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0148212
# Diagonal elements of inverse mass matrix:
# 0.0218095, 0.718346, 0.0215487, 0.0739149, 0.0149962, 0.31435, 0.0221287, 0.028735, 0.0363412
111.649,0.914761,0.0148212,8,255,0,-110.823,0.231687,2.78419,0.38193,0.934981,0.640374,0.771718,0.0111647,0.028107,0.0173669,0.231687,2.78419,0.640374,0.38193,0.934981,0.771718
112.376,0.908689,0.0148212,7,255,0,-104.825,0.193661,4.18496,0.405451,0.790053,0.492244,0.668583,0.00895457,0.0325056,0.0142178,0.193661,4.18496,0.492244,0.405451,0.790053,0.668583
113.751,0.994766,0.0148212,8,255,0,-108.981,0.290603,0.965,0.316994,0.568224,0.726046,-0.0945022,0.00840546,0.0209465,0.0202981,0.290603,0.965,0.726046,0.316994,0.568224,-0.0945022
114.703,0.962546,0.0148212,8,255,0,-110.528,0.263666,4.31462,0.330257,0.596653,0.738423,0.0251295,0.00739385,0.0236238,0.019232,0.263666,4.31462,0.738423,0.330257,0.596653,0.0251295
113.066,0.97457,0.0148212,8,255,0,-107.636,0.215281,0.934558,0.404074,0.831751,0.517085,0.737798,0.00812457,0.0309204,0.0142983,0.215281,0.934558,0.517085,0.404074,0.831751,0.737798
113.199,0.695173,0.0148212,7,191,0,-108.168,0.265623,0.786778,0.459978,1.05893,0.624439,1.38089,0.00851998,0.0227105,0.0123505,0.265623,0.786778,0.624439,0.459978,1.05893,1.38089
111.03,0.997374,0.0148212,8,287,0,-108.622,0.251102,5.03288,0.394156,0.695166,0.699483,0.520536,0.00787108,0.025459,0.0158418,0.251102,5.03288,0.699483,0.394156,0.695166,0.520536
111.55,0.99474,0.0148212,7,159,0,-108.744,0.233358,1.01548,0.401943,0.755101,0.540584,0.676175,0.0077124,0.0277944,0.0156753,0.233358,1.01548,0.540584,0.401943,0.755101,0.676175
111.042,0.924576,0.0148212,6,123,1,-105.368,0.212711,1.09235,0.366332,0.630661,0.518329,0.264209,0.00866419,0.0329296,0.0172192,0.212711,1.09235,0.518329,0.366332,0.630661,0.264209
113.431,0.963478,0.0148212,7,235,1,-105.648,0.258974,2.67828,0.296821,0.540074,0.709848,-0.263648,0.00868725,0.0243567,0.0205981,0.258974,2.67828,0.709848,0.296821,0.540074,-0.263648
111.931,0.981587,0.0148212,7,127,0,-111.472,0.24856,2.8459,0.279961,0.448354,0.677481,-0.550186,0.00913213,0.0252339,0.022587,0.24856,2.8459,0.677481,0.279961,0.448354,-0.550186
113.378,0.99988,0.0148212,7,127,0,-110.008,0.242928,2.33037,0.322572,0.538098,0.676932,-0.134073,0.00932337,0.0270045,0.0192055,0.242928,2.33037,0.676932,0.322572,0.538098,-0.134073
113.705,0.953205,0.0148212,8,255,0,-110.817,0.234024,2.17754,0.343793,0.638392,0.60882,0.132935,0.00677025,0.0262623,0.0176815,0.234024,2.17754,0.60882,0.343793,0.638392,0.132935
112.406,0.863724,0.0148212,8,255,0,-110.898,0.274715,1.22625,0.364295,0.678562,0.723038,0.315348,0.00999563,0.0225715,0.0169563,0.274715,1.22625,0.723038,0.364295,0.678562,0.315348
111.893,0.984978,0.0148212,7,191,0,-106.053,0.270993,1.88902,0.366055,0.741882,0.773862,0.435955,0.0114115,0.0232924,0.0166887,0.270993,1.88902,0.773862,0.366055,0.741882,0.435955
115.488,0.982379,0.0148212,8,255,0,-110.157,0.276664,2.87495,0.403019,0.799512,0.774955,0.688534,0.00762813,0.0221572,0.0148108,0.276664,2.87495,0.774955,0.403019,0.799512,0.688534
114.05,0.80144,0.0148212,6,127,0,-112.332,0.270607,2.45777,0.392867,0.877544,0.748184,0.716209,0.0076124,0.0229026,0.0155255,0.270607,2.45777,0.748184,0.392867,0.877544,0.716209
113.757,0.922932,0.0148212,6,95,0,-110.771,0.272126,3.09822,0.415128,0.736687,0.76237,0.634978,0.00728837,0.0210098,0.0125093,0.272126,3.09822,0.76237,0.415128,0.736687,0.634978
113.1,0.838748,0.0148212,8,255,0,-109.977,0.255979,1.44882,0.356428,0.848564,0.654747,0.582735,0.0100368,0.0242465,0.0192006,0.255979,1.44882,0.654747,0.356428,0.848564,0.582735
112.995,0.990966,0.0148212,8,255,0,-106.92,0.235276,2.61209,0.408655,0.662187,0.672653,0.475824,0.00808077,0.028416,0.0132791,0.235276,2.61209,0.672653,0.408655,0.662187,0.475824
112.487,0.776304,0.0148212,8,255,0,-107.676,0.213871,2.68063,0.459171,1.15272,0.564303,1.40625,0.0104346,0.031177,0.0138713,0.213871,2.68063,0.564303,0.459171,1.15272,1.40625
109.675,0.406386,0.0148212,7,255,0,-103.347,0.21165,1.9071,0.476445,1.40013,0.55762,1.76933,0.0105135,0.0313917,0.0138462,0.21165,1.9071,0.55762,0.476445,1.40013,1.76933
109.922,0.975492,0.0148212,7,127,0,-103.391,0.23609,0.62353,0.439136,0.707199,0.537171,0.634837,0.0082843,0.0300406,0.0111052,0.23609,0.62353,0.537171,0.439136,0.707199,0.634837
111.687,0.692557,0.0148212,8,383,0,-104.309,0.238285,2.90302,0.530158,1.12558,0.682545,1.73815,0.0107667,0.0275163,0.0093021,0.238285,2.90302,0.682545,0.530158,1.12558,1.73815
111.575,0.580608,0.0148212,5,63,0,-107.947,0.237901,2.86283,0.527977,1.18063,0.653292,1.71956,0.0104543,0.0275552,0.00931997,0.237901,2.86283,0.653292,0.527977,1.18063,1.71956
111.575,0.00825053,0.0148212,7,127,0,-109.292,0.237901,2.86283,0.527977,1.18063,0.653292,1.71956,0.0104543,0.0275552,0.00931997,0.237901,2.86283,0.653292,0.527977,1.18063,1.71956
111.126,0.0918119,0.0148212,7,127,0,-107.667,0.240639,2.11205,0.52217,1.07438,0.680507,1.68435,0.0106175,0.0265059,0.00938639,0.240639,2.11205,0.680507,0.52217,1.07438,1.68435
106.326,0.520289,0.0148212,8,319,0,-101.757,0.223081,2.03374,0.358581,0.991572,0.620066,0.789575,0.00977497,0.0295066,0.0202217,0.223081,2.03374,0.620066,0.358581,0.991572,0.789575
112.543,0.932159,0.0148212,8,255,0,-100.349,0.254017,2.47895,0.45299,0.852014,0.651667,0.963686,0.00833422,0.0233636,0.0110252,0.254017,2.47895,0.651667,0.45299,0.852014,0.963686
107.219,0.989986,0.0148212,8,255,0,-104.972,0.314412,0.844421,0.399422,1.04995,0.808406,1.00474,0.010708,0.0213328,0.0178324,0.314412,0.844421,0.808406,0.399422,1.04995,1.00474
110.259,0.370078,0.0148212,8,383,0,-97.3551,0.210895,1.75748,0.274669,0.404987,0.506523,-0.705335,0.00951197,0.0310411,0.0208222,0.210895,1.75748,0.506523,0.274669,0.404987,-0.705335
110.152,0.982591,0.0148212,8,255,0,-105.436,0.217867,1.11182,0.282188,0.45227,0.543384,-0.585564,0.0100038,0.03171,0.0204109,0.217867,1.11182,0.543384,0.282188,0.45227,-0.585564
112.099,0.997998,0.0148212,7,191,0,-108.248,0.2316,2.70026,0.304507,0.468345,0.598797,-0.472876,0.00939234,0.0263852,0.0190009,0.2316,2.70026,0.598797,0.304507,0.468345,-0.472876
110.664,0.972831,0.0148212,7,255,0,-105.56,0.225324,3.69792,0.334846,0.628032,0.595585,0.118744,0.00864322,0.0296989,0.0190441,0.225324,3.69792,0.595585,0.334846,0.628032,0.118744
113.827,0.961192,0.0148212,8,255,0,-108.673,0.251818,1.78604,0.379702,0.660863,0.659851,0.361703,0.00974989,0.0237774,0.0149871,0.251818,1.78604,0.659851,0.379702,0.660863,0.361703
114.251,0.993708,0.0148212,8,255,0,-111.06,0.217515,4.49732,0.358629,0.705898,0.569714,0.361563,0.00806263,0.0281478,0.0174192,0.217515,4.49732,0.569714,0.358629,0.705898,0.361563
112.748,0.301289,0.0148212,8,255,0,-103.137,0.223919,3.45339,0.371422,0.741585,0.575909,0.419077,0.00774437,0.0277342,0.0163085,0.223919,3.45339,0.575909,0.371422,0.741585,0.419077
115.383,0.776314,0.0148212,6,127,0,-107.317,0.220503,3.29992,0.374618,0.784112,0.570218,0.517461,0.0072093,0.0284019,0.0163007,0.220503,3.29992,0.570218,0.374618,0.784112,0.517461
114.756,0.999064,0.0148212,8,255,0,-112.286,0.223811,2.15834,0.396579,0.770775,0.573122,0.643912,0.00933358,0.027704,0.0151139,0.223811,2.15834,0.573122,0.396579,0.770775,0.643912
115.056,0.88591,0.0148212,8,275,1,-109.201,0.225835,2.20494,0.393725,0.779106,0.564319,0.634912,0.0093287,0.0276073,0.0153611,0.225835,2.20494,0.564319,0.393725,0.779106,0.634912
114.583,0.92156,0.0148212,7,159,0,-109.222,0.270373,1.61918,0.420462,0.760319,0.745913,0.733392,0.00717773,0.0228374,0.0131832,0.270373,1.61918,0.745913,0.420462,0.760319,0.733392
109.739,0.763619,0.0148212,8,255,0,-107.244,0.235143,0.919909,0.435292,1.12977,0.553364,1.22249,0.0112017,0.0304869,0.0154838,0.235143,0.919909,0.553364,0.435292,1.12977,1.22249
110.906,0.751855,0.0148212,6,111,0,-105.162,0.199292,1.41344,0.453247,1.17578,0.472202,1.47249,0.00922783,0.0307623,0.0134824,0.199292,1.41344,0.472202,0.453247,1.17578,1.47249
108.003,0.157265,0.0148212,8,255,0,-100.285,0.223935,1.11679,0.497292,1.01336,0.505976,1.47016,0.00879436,0.0293121,0.0110561,0.223935,1.11679,0.505976,0.497292,1.01336,1.47016
110.519,0.82771,0.0148212,6,127,0,-103.47,0.205542,1.95365,0.432243,1.07194,0.529456,1.27802,0.00944043,0.0304762,0.0150675,0.205542,1.95365,0.529456,0.432243,1.07194,1.27802
113.175,0.958671,0.0148212,7,223,0,-105.95,0.232116,1.50103,0.443519,0.836463,0.585461,0.877342,0.00727616,0.0278623,0.0115011,0.232116,1.50103,0.585461,0.443519,0.836463,0.877342
115.25,0.170154,0.0148212,7,127,0,-108.202,0.242604,2.65742,0.44574,1.03034,0.629056,1.15269,0.00749202,0.025299,0.0124526,0.242604,2.65742,0.629056,0.44574,1.03034,1.15269
115.314,0.0430031,0.0148212,7,127,0,-108.668,0.239931,3.88396,0.424588,1.028,0.666373,1.08318,0.00836673,0.0258693,0.0139547,0.239931,3.88396,0.666373,0.424588,1.028,1.08318
113.577,0.390589,0.0148212,8,255,0,-110.109,0.25315,2.25109,0.411889,0.717297,0.6695,0.556421,0.00720807,0.0230735,0.0122519,0.25315,2.25109,0.6695,0.411889,0.717297,0.556421
112.736,0.989552,0.0148212,6,63,0,-109.851,0.248755,2.91056,0.415818,0.675331,0.664932,0.479891,0.00703264,0.0239396,0.0118293,0.248755,2.91056,0.664932,0.415818,0.675331,0.479891
115.269,0.968607,0.0148212,7,127,0,-109.535,0.260789,2.95159,0.412356,0.785585,0.73569,0.700498,0.00707149,0.0246176,0.013957,0.260789,2.95159,0.73569,0.412356,0.785585,0.700498
115.385,0.907694,0.0148212,7,239,0,-112.313,0.2471,1.19733,0.425631,0.936753,0.587951,0.981598,0.00742582,0.0249432,0.013514,0.2471,1.19733,0.587951,0.425631,0.936753,0.981598
114.128,0.516148,0.0148212,8,383,0,-108.49,0.27548,0.598696,0.445099,1.11974,0.625595,1.31305,0.00911101,0.0238977,0.0136385,0.27548,0.598696,0.625595,0.445099,1.11974,1.31305
113.852,0.59471,0.0148212,8,255,0,-107.515,0.25665,1.30662,0.484602,0.926882,0.651652,1.29483,0.00764981,0.0238576,0.0104879,0.25665,1.30662,0.651652,0.484602,0.926882,1.29483
113.808,0.838567,0.0148212,8,255,0,-112.038,0.244138,2.70387,0.4868,1.14133,0.656185,1.59558,0.009816,0.0248569,0.0114152,0.244138,2.70387,0.656185,0.4868,1.14133,1.59558
112.852,0.299599,0.0148212,8,255,0,-108.777,0.291298,0.396697,0.480647,1.06968,0.564575,1.40389,0.00943168,0.0239928,0.0109847,0.291298,0.396697,0.564575,0.480647,1.06968,1.40389
113.06,0.888632,0.0148212,8,287,0,-108.656,0.215251,0.872532,0.400845,0.904651,0.497841,0.81757,0.00743239,0.0323776,0.0158351,0.215251,0.872532,0.497841,0.400845,0.904651,0.81757
112.16,0.994489,0.0148212,5,63,0,-107.887,0.21963,0.894033,0.410145,0.809336,0.541968,0.793593,0.00780394,0.0320522,0.0153477,0.21963,0.894033,0.541968,0.410145,0.809336,0.793593
113.423,0.76126,0.0148212,8,255,0,-108.872,0.223718,0.780974,0.409468,0.903228,0.524319,0.878916,0.00720189,0.0307737,0.0149123,0.223718,0.780974,0.524319,0.409468,0.903228,0.878916
114.079,0.493999,0.0148212,7,127,0,-108.254,0.220369,1.70027,0.423672,0.805833,0.589252,0.834197,0.00874203,0.0301359,0.0135705,0.220369,1.70027,0.589252,0.423672,0.805833,0.834197
114.806,0.994572,0.0148212,7,127,0,-111.85,0.246767,1.95453,0.411027,0.847623,0.616414,0.819487,0.00839242,0.0248394,0.0148212,0.246767,1.95453,0.616414,0.411027,0.847623,0.819487
114.284,0.883465,0.0148212,7,191,0,-109.957,0.223652,2.66668,0.408314,0.767885,0.597447,0.704454,0.00725642,0.0286262,0.0147765,0.223652,2.66668,0.597447,0.408314,0.767885,0.704454
113.94,0.85193,0.0148212,7,255,0,-111.894,0.250148,3.19672,0.377507,0.677953,0.697317,0.39212,0.009005,0.0255555,0.0164774,0.250148,3.19672,0.697317,0.377507,0.677953,0.39212
110.542,0.943874,0.0148212,7,159,0,-104.719,0.259209,4.30193,0.382493,0.776432,0.790165,0.581525,0.00784562,0.0267036,0.01678,0.259209,4.30193,0.790165,0.382493,0.776432,0.581525
111.613,0.887963,0.0148212,7,127,0,-104.506,0.259263,6.81769,0.392675,0.711846,0.696684,0.485383,0.00826956,0.0221477,0.0141845,0.259263,6.81769,0.696684,0.392675,0.711846,0.485383
112.479,0.85571,0.0148212,6,63,0,-108.684,0.26559,1.99545,0.413246,0.716694,0.76009,0.598375,0.00816886,0.0244316,0.0130563,0.26559,1.99545,0.76009,0.413246,0.716694,0.598375
112.461,0.979145,0.0148212,7,255,0,-109.43,0.223693,2.85103,0.413214,0.810126,0.553746,0.780278,0.00961855,0.0263169,0.0135216,0.223693,2.85103,0.553746,0.413214,0.810126,0.780278
116.046,0.950623,0.0148212,6,127,0,-110.201,0.237188,2.52484,0.420774,0.936433,0.625275,0.977322,0.00865662,0.0270228,0.0146914,0.237188,2.52484,0.625275,0.420774,0.936433,0.977322
113.743,0.777636,0.0148212,7,127,0,-110.837,0.207833,2.07652,0.426494,1.05108,0.516719,1.1621,0.00732389,0.030741,0.0149377,0.207833,2.07652,0.516719,0.426494,1.05108,1.1621
112.362,0.253194,0.0148212,8,255,0,-107.2,0.199235,2.24207,0.45587,1.06462,0.49308,1.35212,0.00884096,0.0315884,0.0134963,0.199235,2.24207,0.49308,0.45587,1.06462,1.35212
114.114,0.893041,0.0148212,8,511,0,-108.472,0.291345,2.24768,0.348497,0.670803,0.776464,0.233707,0.00817202,0.0195908,0.0178568,0.291345,2.24768,0.776464,0.348497,0.670803,0.233707
115.954,0.961905,0.0148212,7,127,0,-112.608,0.265752,2.29059,0.366267,0.731312,0.738686,0.439201,0.00815766,0.0232784,0.0169697,0.265752,2.29059,0.738686,0.366267,0.731312,0.439201
115.682,0.991973,0.0148212,8,255,0,-113.965,0.224532,3.11337,0.413426,0.941888,0.614657,0.95396,0.00761594,0.0284848,0.0148077,0.224532,3.11337,0.614657,0.413426,0.941888,0.95396
115.779,0.999976,0.0148212,7,255,0,-114.593,0.24285,2.27516,0.406493,0.982826,0.624293,0.920827,0.00808802,0.0257248,0.0151937,0.24285,2.27516,0.624293,0.406493,0.982826,0.920827
114.153,0.98143,0.0148212,8,255,0,-112.083,0.203538,3.1311,0.46088,1.00333,0.520404,1.29109,0.00829635,0.0304135,0.0122583,0.203538,3.1311,0.520404,0.46088,1.00333,1.29109
111.285,0.965542,0.0148212,8,255,0,-109.294,0.207993,1.22298,0.43912,1.5132,0.472871,1.50821,0.0110758,0.0310147,0.0151094,0.207993,1.22298,0.472871,0.43912,1.5132,1.50821
109.259,0.443697,0.0148212,7,255,0,-105.981,0.21672,1.20814,0.439728,1.52109,0.496116,1.49393,0.0110672,0.0300741,0.0153831,0.21672,1.20814,0.496116,0.439728,1.52109,1.49393
110.649,0.711738,0.0148212,8,255,0,-107.49,0.194688,1.62574,0.41029,1.25241,0.449076,1.24738,0.0109774,0.0328522,0.0173425,0.194688,1.62574,0.449076,0.41029,1.25241,1.24738
108.449,0.78298,0.0148212,6,63,0,-107.36,0.191495,1.52096,0.410988,1.3313,0.476042,1.26457,0.0106766,0.0359141,0.0179847,0.191495,1.52096,0.476042,0.410988,1.3313,1.26457
108.492,0.884696,0.0148212,7,127,0,-103.194,0.192762,2.61216,0.39797,1.54222,0.472031,1.24875,0.0114213,0.0342276,0.018609,0.192762,2.61216,0.472031,0.39797,1.54222,1.24875
104.784,0.98945,0.0148212,8,255,0,-101.842,0.203741,0.29049,0.427446,0.887849,0.25414,1.01208,0.0126176,0.0386492,0.0155625,0.203741,0.29049,0.25414,0.427446,0.887849,1.01208
105.828,0.878851,0.0148212,9,511,0,-96.8,0.413004,0.249976,0.280038,0.489956,0.578774,-0.354105,0.00841526,0.0161577,0.0239891,0.413004,0.249976,0.578774,0.280038,0.489956,-0.354105
105.452,0.990107,0.0148212,8,255,0,-101.175,0.438044,0.214203,0.352677,0.644402,0.535135,0.109406,0.0110565,0.015066,0.0155851,0.438044,0.214203,0.535135,0.352677,0.644402,0.109406
104.445,0.935808,0.0148212,7,127,0,-100.393,0.388004,0.232304,0.362226,0.605829,0.454817,0.0490851,0.0131993,0.0150128,0.013685,0.388004,0.232304,0.454817,0.362226,0.605829,0.0490851
108.726,0.949884,0.0148212,8,255,0,-99.3219,0.282265,1.65668,0.370745,0.635323,0.777608,0.296847,0.00662749,0.0229397,0.0166913,0.282265,1.65668,0.777608,0.370745,0.635323,0.296847
110.184,0.749551,0.0148212,8,511,0,-103.315,0.231106,0.572155,0.448894,1.17683,0.446124,1.27866,0.00904873,0.0282046,0.0121528,0.231106,0.572155,0.446124,0.448894,1.17683,1.27866
110.225,0.687048,0.0148212,6,80,1,-103.949,0.23511,0.454828,0.474974,1.01691,0.426014,1.40735,0.00949215,0.0285406,0.0121457,0.23511,0.454828,0.426014,0.474974,1.01691,1.40735
111.17,0.83633,0.0148212,8,255,0,-106.304,0.246869,2.46047,0.453665,1.02636,0.71967,1.18367,0.0101761,0.027215,0.0122939,0.246869,2.46047,0.71967,0.453665,1.02636,1.18367
109.869,0.974185,0.0148212,5,31,0,-108.687,0.253,2.92043,0.477824,0.97199,0.751782,1.3901,0.0101553,0.0268493,0.0126909,0.253,2.92043,0.751782,0.477824,0.97199,1.3901
112.601,0.999895,0.0148212,7,255,0,-107.695,0.260017,2.58452,0.465933,1.10553,0.71475,1.3162,0.0103275,0.0232063,0.0110699,0.260017,2.58452,0.71475,0.465933,1.10553,1.3162
112.005,0.0467735,0.0148212,8,511,0,-99.4567,0.229398,1.15477,0.487713,1.09566,0.522396,1.46825,0.00919539,0.0262311,0.0100779,0.229398,1.15477,0.522396,0.487713,1.09566,1.46825
115.357,0.681432,0.0148212,7,159,0,-108.683,0.231293,1.43169,0.406094,0.945103,0.565436,0.900496,0.00862931,0.0271972,0.0149394,0.231293,1.43169,0.565436,0.406094,0.945103,0.900496
113.289,0.622131,0.0148212,7,255,0,-108.993,0.293334,1.18412,0.380473,0.722353,0.786465,0.437397,0.00965828,0.0212315,0.0154373,0.293334,1.18412,0.786465,0.380473,0.722353,0.437397
115.079,0.851909,0.0148212,8,255,0,-108.061,0.258848,1.34718,0.43107,0.861888,0.67512,0.957555,0.00785628,0.0236066,0.0130046,0.258848,1.34718,0.67512,0.43107,0.861888,0.957555
113.626,0.324912,0.0148212,8,383,0,-109.888,0.249812,1.42409,0.411664,0.691922,0.661953,0.537812,0.00770633,0.0246925,0.0127566,0.249812,1.42409,0.661953,0.411664,0.691922,0.537812
113.443,1,0.0148212,4,15,0,-110.933,0.253144,1.40939,0.418749,0.674596,0.649502,0.531977,0.00764465,0.0252067,0.0127512,0.253144,1.40939,0.649502,0.418749,0.674596,0.531977
115.059,0.970531,0.0148212,8,255,0,-111.663,0.246367,4.45594,0.404905,0.823579,0.681851,0.697725,0.00857458,0.0251487,0.013839,0.246367,4.45594,0.681851,0.404905,0.823579,0.697725
115.188,0.861222,0.0148212,7,223,0,-110.145,0.266569,1.58555,0.364336,0.798043,0.711523,0.529288,0.00837825,0.0232537,0.0178991,0.266569,1.58555,0.711523,0.364336,0.798043,0.529288
115.503,0.999223,0.0148212,8,255,0,-113.092,0.269008,1.96126,0.376914,0.801034,0.727764,0.573026,0.00908863,0.0229143,0.016673,0.269008,1.96126,0.727764,0.376914,0.801034,0.573026
112.282,0.643518,0.0148212,8,255,0,-108.855,0.236383,1.32621,0.323502,0.466073,0.567742,-0.392909,0.00783532,0.0261576,0.017331,0.236383,1.32621,0.567742,0.323502,0.466073,-0.392909
113.596,0.944985,0.0148212,7,127,0,-110.518,0.24294,2.62793,0.313456,0.590082,0.673228,-0.0253549,0.0086494,0.0268931,0.0209973,0.24294,2.62793,0.673228,0.313456,0.590082,-0.0253549
109.658,0.999188,0.0148212,8,255,0,-107.762,0.21999,2.07673,0.227826,0.369091,0.562656,-0.987339,0.00940461,0.0289759,0.02608,0.21999,2.07673,0.562656,0.227826,0.369091,-0.987339
111.008,0.917412,0.0148212,8,255,0,-103.553,0.20058,2.86156,0.294023,0.486075,0.505949,-0.428274,0.00916331,0.0319828,0.0190768,0.20058,2.86156,0.505949,0.294023,0.486075,-0.428274
111.641,1,0.0148212,5,63,0,-110.3,0.199846,2.69917,0.297439,0.47536,0.518847,-0.471517,0.00927076,0.0324457,0.0191695,0.199846,2.69917,0.518847,0.297439,0.47536,-0.471517
112.05,0.98961,0.0148212,6,111,0,-107.13,0.222489,3.75975,0.305863,0.51203,0.575083,-0.318924,0.0094085,0.0285747,0.0188678,0.222489,3.75975,0.575083,0.305863,0.51203,-0.318924
109.741,0.997302,0.0148212,9,511,0,-103.884,0.306186,2.03429,0.298158,0.597271,0.834541,-0.126841,0.00841227,0.0188233,0.0218349,0.306186,2.03429,0.834541,0.298158,0.597271,-0.126841
115.109,0.91948,0.0148212,7,219,1,-106.086,0.285142,1.27952,0.369229,0.69814,0.738811,0.372364,0.00859147,0.0216765,0.0166461,0.285142,1.27952,0.738811,0.369229,0.69814,0.372364
112.861,0.659206,0.0148212,2,3,0,-111.852,0.285777,1.26108,0.367894,0.695372,0.738478,0.380854,0.00860079,0.0217197,0.0166287,0.285777,1.26108,0.738478,0.367894,0.695372,0.380854
112.949,0.995255,0.0148212,8,255,0,-108.665,0.213571,4.05491,0.308537,0.532905,0.575501,-0.204347,0.00865601,0.0301788,0.0203697,0.213571,4.05491,0.575501,0.308537,0.532905,-0.204347
112.157,0.816537,0.0148212,8,255,0,-109.167,0.212474,3.76052,0.295234,0.565207,0.563579,-0.173778,0.0091903,0.0300999,0.0220069,0.212474,3.76052,0.563579,0.295234,0.565207,-0.173778
110.926,0.992383,0.0148212,8,255,0,-107.229,0.25616,1.30642,0.320199,0.776491,0.675409,0.295044,0.0086243,0.0253042,0.0221596,0.25616,1.30642,0.675409,0.320199,0.776491,0.295044
110.154,0.982318,0.0148212,8,383,0,-102.131,0.3013,0.476783,0.486364,0.869068,0.642189,1.13298,0.0104047,0.0217793,0.00947282,0.3013,0.476783,0.642189,0.486364,0.869068,1.13298
109.358,0.86536,0.0148212,6,85,1,-102.328,0.287664,0.575891,0.456642,0.707169,0.642631,0.765676,0.011401,0.0222875,0.0106808,0.287664,0.575891,0.642631,0.456642,0.707169,0.765676
109.394,0.93363,0.0148212,7,127,0,-101.677,0.261217,2.88004,0.428991,0.68356,0.771971,0.569491,0.011587,0.0252034,0.0121623,0.261217,2.88004,0.771971,0.428991,0.68356,0.569491
111.519,0.917974,0.0148212,7,199,0,-107.008,0.235364,2.59954,0.443559,0.827941,0.577801,0.924363,0.0109083,0.0245925,0.0116809,0.235364,2.59954,0.577801,0.443559,0.827941,0.924363
113.111,0.910464,0.0148212,8,255,0,-107.061,0.227209,2.64078,0.403333,0.676494,0.635758,0.462325,0.00786561,0.0299544,0.0139598,0.227209,2.64078,0.635758,0.403333,0.676494,0.462325
113.392,0.998315,0.0148212,8,255,0,-110.205,0.218996,4.28595,0.374172,0.837483,0.557381,0.599284,0.009768,0.0279362,0.0168588,0.218996,4.28595,0.557381,0.374172,0.837483,0.599284
111.932,0.917617,0.0148212,8,255,0,-107.755,0.229816,0.869397,0.374801,0.730023,0.560258,0.425027,0.00830756,0.0307092,0.0154435,0.229816,0.869397,0.560258,0.374801,0.730023,0.425027
111.336,0.960526,0.0148212,8,255,0,-108.901,0.369822,0.281824,0.422844,0.765677,0.614209,0.734452,0.00848133,0.0181218,0.0126457,0.369822,0.281824,0.614209,0.422844,0.765677,0.734452
112.612,0.906933,0.0148212,8,511,0,-107.771,0.306608,0.329237,0.416128,1.08539,0.504414,1.10836,0.00684992,0.0218714,0.0149403,0.306608,0.329237,0.504414,0.416128,1.08539,1.10836
107.764,0.469593,0.0148212,8,255,0,-104.029,0.264111,0.315254,0.418153,0.768325,0.352399,0.667438,0.00825281,0.027788,0.0129837,0.264111,0.315254,0.352399,0.418153,0.768325,0.667438
109.964,0.996439,0.0148212,3,15,0,-104.819,0.264621,0.301783,0.421903,0.758933,0.35699,0.682906,0.00822857,0.0278074,0.0131036,0.264621,0.301783,0.35699,0.421903,0.758933,0.682906
111.891,0.814279,0.0148212,8,255,0,-102.431,0.304272,0.938981,0.385186,0.909068,0.752423,0.805369,0.0100537,0.0187398,0.0168542,0.304272,0.938981,0.752423,0.385186,0.909068,0.805369
114.652,0.919577,0.0148212,8,255,0,-109.874,0.241835,4.55192,0.406215,0.703736,0.655971,0.511502,0.00838281,0.025505,0.0134068,0.241835,4.55192,0.655971,0.406215,0.703736,0.511502
114.189,0.884007,0.0148212,8,511,0,-110.104,0.243084,1.17469,0.370991,0.746266,0.564868,0.46596,0.00731502,0.0257083,0.0166754,0.243084,1.17469,0.564868,0.370991,0.746266,0.46596
112.296,0.972959,0.0148212,6,127,0,-107.062,0.23177,3.68371,0.393427,1.09738,0.65921,1.01727,0.00908469,0.0285301,0.0177213,0.23177,3.68371,0.65921,0.393427,1.09738,1.01727
109.587,0.642767,0.0148212,7,255,0,-106.636,0.235472,1.50546,0.400469,0.630281,0.559557,0.34697,0.0116442,0.0262943,0.013159,0.235472,1.50546,0.559557,0.400469,0.630281,0.34697
109.742,0.976183,0.0148212,7,191,0,-102.547,0.24729,3.74684,0.385801,0.928187,0.732374,0.795061,0.0100754,0.0284276,0.0182662,0.24729,3.74684,0.732374,0.385801,0.928187,0.795061
