# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = real_model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = real_data.R
# init = 2 (Default)
# random
#   seed = 4166733226
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0909249
# Diagonal elements of inverse mass matrix:
# 1.10562, 0.900138, 0.453338, 0.249102, 0.453292, 0.498811, 0.00542469, 2.92607
79.2662,0.973243,0.0909249,4,31,0,-73.6187,0.169813,1.17695,0.338404,0.590223,1.53145,1.23434,0.835806,0.0246832,0.169813,1.17695,1.53145,0.338404,0.590223,1.23434
77.9028,0.994832,0.0909249,5,31,0,-74.3169,0.122989,2.58173,0.226951,1.2306,2.43243,1.70942,0.818969,0.0438074,0.122989,2.58173,2.43243,0.226951,1.2306,1.70942
79.3135,0.975758,0.0909249,5,63,0,-75.0477,0.27642,0.707992,0.215363,1.73012,1.05441,0.319007,0.780305,0.034486,0.27642,0.707992,1.05441,0.215363,1.73012,0.319007
78.3121,0.962295,0.0909249,5,31,0,-75.8806,0.240221,0.677448,0.215523,1.63539,1.4925,0.0693358,0.76254,0.0279344,0.240221,0.677448,1.4925,0.215523,1.63539,0.0693358
77.7607,0.454622,0.0909249,5,31,0,-75.4465,0.217736,0.638421,0.222443,1.59796,1.35653,0.197693,0.750061,0.0211629,0.217736,0.638421,1.35653,0.222443,1.59796,0.197693
77.8623,0.932636,0.0909249,4,23,0,-74.3193,0.19363,0.266635,0.20906,1.34308,1.53706,0.477709,0.78466,0.037573,0.19363,0.266635,1.53706,0.20906,1.34308,0.477709
76.6477,0.89151,0.0909249,5,31,0,-72.6889,1.4704,0.127518,0.490957,0.639976,1.25445,0.575832,0.912253,0.00231545,1.4704,0.127518,1.25445,0.490957,0.639976,0.575832
77.3028,0.983327,0.0909249,5,31,0,-74.807,1.21359,0.184527,0.23922,0.717829,0.612819,0.537266,0.866693,0.0452186,1.21359,0.184527,0.612819,0.23922,0.717829,0.537266
78.3174,0.970603,0.0909249,5,31,0,-76.1534,1.71358,0.186284,0.394802,0.910133,0.556227,0.240556,0.833822,0.0059875,1.71358,0.186284,0.556227,0.394802,0.910133,0.240556
79.0932,0.978151,0.0909249,5,63,0,-75.69,0.52164,0.330724,0.221921,0.819111,2.61092,0.350804,0.821768,0.0369509,0.52164,0.330724,2.61092,0.221921,0.819111,0.350804
77.4458,0.886542,0.0909249,5,31,0,-74.5107,0.172204,2.54011,0.34079,0.677507,1.82831,1.18927,0.890265,0.0429265,0.172204,2.54011,1.82831,0.34079,0.677507,1.18927
77.4498,0.862047,0.0909249,5,31,0,-73.3571,0.320455,0.300088,0.175165,1.04584,0.792243,0.0943635,0.820099,0.0333877,0.320455,0.300088,0.792243,0.175165,1.04584,0.0943635
79.2752,0.965708,0.0909249,4,15,0,-75.6756,0.342019,0.312379,0.22625,0.82456,0.899424,0.00222716,0.832051,0.0262299,0.342019,0.312379,0.899424,0.22625,0.82456,0.00222716
77.3453,0.694285,0.0909249,4,31,0,-73.5508,0.16093,0.94834,0.294708,0.432405,1.45586,0.342386,0.892276,0.0543205,0.16093,0.94834,1.45586,0.294708,0.432405,0.342386
77.5299,0.855269,0.0909249,5,31,0,-75.8811,0.203335,0.515204,0.15698,2.38408,1.10165,0.247811,0.801645,0.0576659,0.203335,0.515204,1.10165,0.15698,2.38408,0.247811
77.1925,0.9987,0.0909249,5,31,0,-74.413,0.160693,1.07114,0.530202,0.400421,1.28617,1.84517,0.888741,0.0453713,0.160693,1.07114,1.28617,0.530202,0.400421,1.84517
77.4106,0.819752,0.0909249,5,31,0,-73.5994,0.157309,1.20654,0.298533,0.831703,1.32545,1.30888,0.883502,0.016042,0.157309,1.20654,1.32545,0.298533,0.831703,1.30888
74.2883,0.933594,0.0909249,6,63,0,-73.5355,1.64741,0.166219,0.654178,0.38621,1.60119,1.07947,0.85438,0.311567,1.64741,0.166219,1.60119,0.654178,0.38621,1.07947
71.9024,0.9794,0.0909249,5,31,0,-66.0709,0.904415,0.157281,1.73907,0.22692,0.507837,1.10471,0.791537,3.2511,0.904415,0.157281,0.507837,1.73907,0.22692,1.10471
68.8417,0.998901,0.0909249,5,31,0,-66.1904,1.14228,0.0814383,0.618387,0.573641,0.335841,2.52847,1.07644,0.0126386,1.14228,0.0814383,0.335841,0.618387,0.573641,2.52847
71.2618,0.995496,0.0909249,5,31,0,-65.1321,1.94875,0.019107,0.42832,0.52983,1.09281,2.18546,0.905339,0.0334542,1.94875,0.019107,1.09281,0.42832,0.52983,2.18546
72.3855,0.95958,0.0909249,5,31,0,-66.8724,0.847067,0.057655,0.372101,1.06812,0.206832,2.04917,0.88834,0.0190485,0.847067,0.057655,0.206832,0.372101,1.06812,2.04917
74.6801,0.827277,0.0909249,5,31,0,-69.7763,1.75256,0.0482143,0.275898,0.5518,1.1989,0.360017,0.91894,0.0377928,1.75256,0.0482143,1.1989,0.275898,0.5518,0.360017
74.6314,0.969731,0.0909249,5,31,0,-68.9163,0.517088,0.365503,0.353739,0.823019,1.37925,0.159632,1.06222,0.00883925,0.517088,0.365503,1.37925,0.353739,0.823019,0.159632
73.7325,0.853065,0.0909249,5,47,0,-65.5057,0.662592,0.273152,0.720328,0.432459,1.78267,1.75471,1.0277,0.0212049,0.662592,0.273152,1.78267,0.720328,0.432459,1.75471
78.9013,0.865241,0.0909249,5,31,0,-69.897,0.285204,0.793339,0.270848,0.723124,1.20616,0.641917,0.830795,0.0264212,0.285204,0.793339,1.20616,0.270848,0.723124,0.641917
77.5154,0.964495,0.0909249,4,23,0,-77.0646,0.267645,0.643211,0.330656,0.696517,1.55236,1.00941,0.81151,0.0585605,0.267645,0.643211,1.55236,0.330656,0.696517,1.00941
77.0673,1,0.0909249,6,63,0,-74.5603,0.305507,0.782768,0.402696,0.537127,1.65316,0.604265,0.899277,0.0317303,0.305507,0.782768,1.65316,0.402696,0.537127,0.604265
77.0207,0.991162,0.0909249,5,31,0,-75.2965,0.305696,1.39095,0.449176,0.571109,1.82264,0.616802,0.90824,0.0126887,0.305696,1.39095,1.82264,0.449176,0.571109,0.616802
78.0743,0.944505,0.0909249,5,63,0,-72.9715,0.267526,0.580661,0.400689,0.681141,1.48953,1.81271,0.917191,0.0391134,0.267526,0.580661,1.48953,0.400689,0.681141,1.81271
77.0578,0.945249,0.0909249,5,31,0,-72.4289,0.244172,1.22333,0.257063,0.831537,1.61738,-0.402379,0.949869,0.0231286,0.244172,1.22333,1.61738,0.257063,0.831537,-0.402379
78.2687,0.90434,0.0909249,5,31,0,-74.2533,0.172974,1.01979,0.255796,1.40384,1.00885,1.29742,0.871211,0.0290334,0.172974,1.01979,1.00885,0.255796,1.40384,1.29742
78.8501,0.638888,0.0909249,4,31,0,-74.5535,0.194899,1.02027,0.288,1.5294,0.993166,1.28941,0.865778,0.0273367,0.194899,1.02027,0.993166,0.288,1.5294,1.28941
76.0855,0.975129,0.0909249,4,31,0,-74.105,0.0381162,1.83219,0.136031,1.33024,0.969786,0.495089,0.942565,0.100469,0.0381162,1.83219,0.969786,0.136031,1.33024,0.495089
76.7201,0.977582,0.0909249,5,31,0,-73.4797,0.0419171,1.51133,0.153487,1.39476,0.541836,0.492114,0.907645,0.0928574,0.0419171,1.51133,0.541836,0.153487,1.39476,0.492114
81.2227,0.974769,0.0909249,5,31,0,-76.1342,0.194299,1.71369,0.230986,1.29925,0.92151,0.477098,0.866487,0.0335415,0.194299,1.71369,0.92151,0.230986,1.29925,0.477098
75.6669,0.841317,0.0909249,5,31,0,-73.8822,0.109001,1.73249,0.320871,0.805817,0.40332,1.42174,0.890927,0.0195021,0.109001,1.73249,0.40332,0.320871,0.805817,1.42174
76.4568,0.976249,0.0909249,5,31,0,-70.6196,0.374957,0.572841,0.281176,0.823078,3.58822,0.976203,0.84961,0.025502,0.374957,0.572841,3.58822,0.281176,0.823078,0.976203
76.9198,0.885115,0.0909249,5,63,0,-72.8061,1.86434,0.230891,0.292725,0.762592,2.32599,-0.138674,0.771641,0.0137273,1.86434,0.230891,2.32599,0.292725,0.762592,-0.138674
78.5919,0.962315,0.0909249,5,31,0,-75.1071,0.0881763,2.64235,0.207247,0.982993,0.965842,0.835557,0.879444,0.0652902,0.0881763,2.64235,0.965842,0.207247,0.982993,0.835557
77.4741,0.694385,0.0909249,5,31,0,-72.44,0.0947524,1.10716,0.135417,1.2135,1.31309,0.306039,0.793584,0.0721931,0.0947524,1.10716,1.31309,0.135417,1.2135,0.306039
79.2776,0.559011,0.0909249,5,31,0,-76.1735,0.197261,1.9275,0.306059,1.04391,0.952206,0.810907,0.871731,0.0128221,0.197261,1.9275,0.952206,0.306059,1.04391,0.810907
80.6772,0.980047,0.0909249,5,31,0,-77.4341,0.215625,1.41799,0.243415,1.10166,1.45341,0.256394,0.794396,0.0273545,0.215625,1.41799,1.45341,0.243415,1.10166,0.256394
79.7853,0.879803,0.0909249,4,31,0,-77.6946,0.212229,1.19874,0.255113,0.877438,2.04979,0.736906,0.900857,0.0363977,0.212229,1.19874,2.04979,0.255113,0.877438,0.736906
79.2006,0.842421,0.0909249,4,31,0,-74.4695,0.298538,0.434562,0.424264,0.614516,1.35753,1.29434,0.85811,0.0269006,0.298538,0.434562,1.35753,0.424264,0.614516,1.29434
77.051,0.967081,0.0909249,5,31,0,-75.0784,0.281842,1.10561,0.54061,0.497792,1.89731,1.32289,0.788546,0.0115775,0.281842,1.10561,1.89731,0.54061,0.497792,1.32289
79.2768,0.831431,0.0909249,5,31,0,-75.3334,0.178888,1.94149,0.322363,0.607541,1.86094,1.29888,0.855668,0.049241,0.178888,1.94149,1.86094,0.322363,0.607541,1.29888
77.5124,0.965273,0.0909249,4,31,0,-76.4278,0.202196,0.973402,0.538824,0.522297,1.14688,1.81363,0.833315,0.02404,0.202196,0.973402,1.14688,0.538824,0.522297,1.81363
74.9553,0.950121,0.0909249,5,31,0,-70.7145,0.0857615,0.574099,0.134934,0.8785,2.15652,0.236636,0.782439,0.0839813,0.0857615,0.574099,2.15652,0.134934,0.8785,0.236636
77.252,0.882504,0.0909249,5,31,0,-72.2478,0.212884,0.708549,0.162013,1.43676,2.29782,-0.095178,0.835766,0.0516956,0.212884,0.708549,2.29782,0.162013,1.43676,-0.095178
76.0353,0.61964,0.0909249,5,31,0,-73.9292,0.220888,0.51704,0.176761,0.970914,2.25893,-0.598486,0.841852,0.0486814,0.220888,0.51704,2.25893,0.176761,0.970914,-0.598486
80.1782,0.965149,0.0909249,5,31,0,-74.0804,0.596421,0.262577,0.344095,0.729719,1.4691,0.326397,0.863358,0.0179847,0.596421,0.262577,1.4691,0.344095,0.729719,0.326397
79.7532,0.991157,0.0909249,5,31,0,-78.431,0.343747,0.482695,0.231656,1.49074,1.95961,0.336119,0.839437,0.029918,0.343747,0.482695,1.95961,0.231656,1.49074,0.336119
78.5458,0.998776,0.0909249,5,31,0,-77.0019,2.50891,0.198301,0.298776,1.21826,2.08223,0.320453,0.790827,0.0151013,2.50891,0.198301,2.08223,0.298776,1.21826,0.320453
80.3899,0.842388,0.0909249,5,31,0,-76.907,0.225726,0.924111,0.304644,0.814126,0.88853,0.495618,0.881864,0.0248401,0.225726,0.924111,0.88853,0.304644,0.814126,0.495618
75.698,0.950321,0.0909249,5,31,0,-71.5069,0.301649,0.798754,0.558153,0.516547,1.59688,2.22666,0.967368,0.0132082,0.301649,0.798754,1.59688,0.558153,0.516547,2.22666
76.3291,0.447957,0.0909249,5,63,0,-73.6084,0.201337,1.58639,0.450144,0.49781,1.17504,1.4801,1.00114,0.0270983,0.201337,1.58639,1.17504,0.450144,0.49781,1.4801
71.82,0.83195,0.0909249,4,15,0,-70.7481,0.10236,1.19633,0.289851,0.679654,0.728882,1.82185,0.993649,0.0339043,0.10236,1.19633,0.728882,0.289851,0.679654,1.82185
76.9336,0.997443,0.0909249,5,31,0,-69.5683,0.150879,1.27524,0.27981,0.702009,2.12313,0.412075,0.948277,0.0431156,0.150879,1.27524,2.12313,0.27981,0.702009,0.412075
76.4506,0.748251,0.0909249,5,63,0,-72.8785,0.20432,0.696929,0.157617,0.771545,2.55935,0.600564,0.90882,0.0897172,0.20432,0.696929,2.55935,0.157617,0.771545,0.600564
77.2254,0.933341,0.0909249,5,31,0,-75.3353,0.172667,0.404203,0.244378,0.757316,2.36635,0.750733,0.901325,0.055765,0.172667,0.404203,2.36635,0.244378,0.757316,0.750733
78.526,0.979255,0.0909249,5,63,0,-74.1661,0.326516,0.307441,0.347874,0.757136,2.15335,0.848745,0.874152,0.017598,0.326516,0.307441,2.15335,0.347874,0.757136,0.848745
75.2249,0.875015,0.0909249,5,31,0,-71.5425,0.283835,1.43983,0.692255,0.479572,1.04987,1.4519,0.97544,0.0130586,0.283835,1.43983,1.04987,0.692255,0.479572,1.4519
74.2848,0.930608,0.0909249,5,31,0,-68.6967,0.113206,1.40419,0.217316,0.75471,3.1211,2.40826,0.75759,0.12253,0.113206,1.40419,3.1211,0.217316,0.75471,2.40826
73.9445,0.922298,0.0909249,4,15,0,-69.7868,0.126431,2.2537,0.218112,0.78702,3.26909,2.48155,0.760967,0.0710074,0.126431,2.2537,3.26909,0.218112,0.78702,2.48155
72.9223,0.788745,0.0909249,5,31,0,-67.8459,0.0864822,1.28726,0.273738,1.46905,2.41752,2.20913,0.776296,0.0176312,0.0864822,1.28726,2.41752,0.273738,1.46905,2.20913
75.5071,0.793675,0.0909249,5,31,0,-68.1986,0.133945,0.957987,0.261714,1.03029,2.34801,2.56306,0.830127,0.0355527,0.133945,0.957987,2.34801,0.261714,1.03029,2.56306
76.3982,0.99755,0.0909249,5,31,0,-71.6772,0.162393,2.02869,0.150927,1.29034,2.16137,-0.396558,0.885313,0.0486637,0.162393,2.02869,2.16137,0.150927,1.29034,-0.396558
74.3352,0.951642,0.0909249,5,31,0,-73.1597,0.118618,1.7163,0.175512,1.73383,1.95239,-0.545899,0.890638,0.0309815,0.118618,1.7163,1.95239,0.175512,1.73383,-0.545899
79.2778,0.976213,0.0909249,5,31,0,-71.6606,0.196416,0.677727,0.264281,0.808721,2.29122,1.43309,0.775707,0.0492121,0.196416,0.677727,2.29122,0.264281,0.808721,1.43309
75.7936,0.650075,0.0909249,5,31,0,-72.5102,0.345896,0.541791,0.394942,0.522777,3.23974,1.0947,0.79106,0.0139193,0.345896,0.541791,3.23974,0.394942,0.522777,1.0947
77.7402,0.943246,0.0909249,6,63,0,-73.4364,1.81465,0.152851,0.263812,1.57,-0.131556,0.317775,0.887714,0.0163796,1.81465,0.152851,-0.131556,0.263812,1.57,0.317775
74.1272,0.405413,0.0909249,5,31,0,-69.8331,1.70232,0.121712,0.35305,1.84492,-0.169945,0.274021,0.91145,0.00580534,1.70232,0.121712,-0.169945,0.35305,1.84492,0.274021
75.2594,0.332249,0.0909249,4,31,0,-72.1209,1.24913,0.166982,0.31175,2.1238,-0.118287,0.310979,0.943265,0.00965809,1.24913,0.166982,-0.118287,0.31175,2.1238,0.310979
77.6752,0.998823,0.0909249,5,31,0,-72.2291,1.04267,0.22765,0.352133,0.478988,1.05069,0.047475,0.827117,0.0159684,1.04267,0.22765,1.05069,0.352133,0.478988,0.047475
77.8034,0.966562,0.0909249,5,31,0,-73.3122,0.40223,0.164149,0.283723,0.882248,1.16469,0.667102,0.932473,0.0257754,0.40223,0.164149,1.16469,0.283723,0.882248,0.667102
76.2714,0.994238,0.0909249,4,15,0,-74.4967,2.10974,0.170717,0.351934,0.701962,1.57214,0.838934,0.961076,0.038844,2.10974,0.170717,1.57214,0.351934,0.701962,0.838934
77.3302,0.963891,0.0909249,5,31,0,-73.7365,0.560629,0.194322,0.380327,0.769117,2.06945,-0.120844,0.859732,0.00505744,0.560629,0.194322,2.06945,0.380327,0.769117,-0.120844
79.5508,0.912917,0.0909249,4,31,0,-71.7732,0.366861,0.311849,0.240719,0.932734,1.25605,0.392753,0.873183,0.0485117,0.366861,0.311849,1.25605,0.240719,0.932734,0.392753
78.2145,0.638518,0.0909249,5,31,0,-73.9451,0.267912,0.220973,0.220973,1.4673,1.1285,0.502745,0.829009,0.0259467,0.267912,0.220973,1.1285,0.220973,1.4673,0.502745
79.2004,0.99689,0.0909249,4,31,0,-76.415,0.321792,0.355094,0.301556,1.26463,1.34902,0.995969,0.846316,0.0259783,0.321792,0.355094,1.34902,0.301556,1.26463,0.995969
78.0391,1,0.0909249,5,31,0,-75.6225,0.1477,1.83124,0.320897,0.59784,1.76949,1.35266,0.938408,0.0351221,0.1477,1.83124,1.76949,0.320897,0.59784,1.35266
78.1914,0.980003,0.0909249,5,31,0,-75.7251,0.160651,1.90287,0.288575,1.04834,1.50582,1.36763,0.934073,0.0205545,0.160651,1.90287,1.50582,0.288575,1.04834,1.36763
79.9458,0.99785,0.0909249,5,31,0,-77.3974,0.238246,0.572808,0.22109,0.86878,1.25926,0.231975,0.794338,0.03176,0.238246,0.572808,1.25926,0.22109,0.86878,0.231975
79.7719,0.847795,0.0909249,4,31,0,-76.3492,0.260763,0.543907,0.321734,1.12579,1.11336,1.12424,0.82053,0.0222941,0.260763,0.543907,1.11336,0.321734,1.12579,1.12424
79.7719,0.109573,0.0909249,4,15,0,-73.491,0.260763,0.543907,0.321734,1.12579,1.11336,1.12424,0.82053,0.0222941,0.260763,0.543907,1.11336,0.321734,1.12579,1.12424
79.1842,0.919656,0.0909249,5,31,0,-77.5479,0.952003,0.264877,0.387587,0.604777,2.3161,-0.0230488,0.819375,0.00699159,0.952003,0.264877,2.3161,0.387587,0.604777,-0.0230488
72.0231,0.531684,0.0909249,5,47,0,-69.1019,1.51693,0.251499,0.468994,0.360185,1.28637,1.34098,0.841979,0.077141,1.51693,0.251499,1.28637,0.468994,0.360185,1.34098
68.9533,0.943801,0.0909249,5,63,0,-65.2421,0.765763,0.0200483,0.951171,0.234867,-0.114151,0.206652,0.970807,2.11483,0.765763,0.0200483,-0.114151,0.951171,0.234867,0.206652
71.4983,0.985204,0.0909249,5,31,0,-66.7654,2.11681,0.0385938,1.8293,0.329498,-0.415225,0.776315,0.976458,0.488192,2.11681,0.0385938,-0.415225,1.8293,0.329498,0.776315
74.2237,0.998199,0.0909249,5,47,0,-70.1028,0.584943,0.182557,1.13147,0.354084,2.67015,1.0603,0.833873,0.547608,0.584943,0.182557,2.67015,1.13147,0.354084,1.0603
73.7464,0.996825,0.0909249,5,31,0,-71.3415,0.541536,0.228382,2.07928,0.315168,2.70458,2.04063,0.941157,0.596552,0.541536,0.228382,2.70458,2.07928,0.315168,2.04063
74.217,0.999016,0.0909249,5,31,0,-71.2249,1.38164,0.0975322,0.918579,0.309427,1.1555,2.11631,0.988608,0.962432,1.38164,0.0975322,1.1555,0.918579,0.309427,2.11631
77.5236,0.995591,0.0909249,5,31,0,-71.2121,1.38668,0.18463,1.28,0.314997,1.28812,1.35299,0.872374,1.53114,1.38668,0.18463,1.28812,1.28,0.314997,1.35299
77.4759,0.986333,0.0909249,5,47,0,-75.9689,0.882963,0.219926,1.61516,0.308496,2.10924,0.763916,0.88035,1.41874,0.882963,0.219926,2.10924,1.61516,0.308496,0.763916
75.5379,0.974202,0.0909249,5,47,0,-73.3118,1.37975,0.0896312,1.64443,0.243608,1.08386,0.616073,0.899124,1.82953,1.37975,0.0896312,1.08386,1.64443,0.243608,0.616073
73.8229,0.97516,0.0909249,4,31,0,-70.0218,1.48473,0.159501,1.76573,0.421046,1.7636,0.960201,0.91551,0.56886,1.48473,0.159501,1.7636,1.76573,0.421046,0.960201
71.5687,0.973621,0.0909249,5,63,0,-69.1265,1.61508,0.289995,1.84228,0.130928,0.357315,0.686758,0.925259,1.8557,1.61508,0.289995,0.357315,1.84228,0.130928,0.686758
73.9908,0.956124,0.0909249,4,31,0,-67.9547,1.41838,0.102371,2.10988,0.203478,1.03048,0.726337,0.973117,1.45289,1.41838,0.102371,1.03048,2.10988,0.203478,0.726337
72.8448,0.997655,0.0909249,5,31,0,-69.1562,1.37661,0.0732019,1.14116,0.254542,-0.0981785,-0.152824,0.995145,1.41017,1.37661,0.0732019,-0.0981785,1.14116,0.254542,-0.152824
74.6472,0.991955,0.0909249,6,63,0,-68.356,1.41879,0.122722,1.17692,0.307282,2.5115,2.18241,0.859345,2.09264,1.41879,0.122722,2.5115,1.17692,0.307282,2.18241
76.5689,0.9964,0.0909249,4,31,0,-72.2366,0.839634,0.276672,1.33569,0.34903,1.56265,0.957475,0.90716,0.836636,0.839634,0.276672,1.56265,1.33569,0.34903,0.957475
70.7195,0.960987,0.0909249,5,47,0,-66.4942,2.10935,0.0860389,0.822108,0.280787,1.06388,3.26675,0.913174,1.70182,2.10935,0.0860389,1.06388,0.822108,0.280787,3.26675
73.4743,0.995293,0.0909249,6,63,0,-66.8535,2.26186,0.120387,1.3275,0.224257,0.70532,-0.899126,0.927969,1.48973,2.26186,0.120387,0.70532,1.3275,0.224257,-0.899126
74.3112,0.991427,0.0909249,5,63,0,-68.7325,0.657305,0.197982,1.30901,0.223675,1.57661,-0.527038,0.895102,0.897521,0.657305,0.197982,1.57661,1.30901,0.223675,-0.527038
73.158,0.991753,0.0909249,4,15,0,-70.6652,1.19644,0.194197,1.50241,0.358961,1.69218,-0.993031,0.855557,1.34103,1.19644,0.194197,1.69218,1.50241,0.358961,-0.993031
76.3675,0.998879,0.0909249,5,63,0,-70.0287,1.01224,0.206634,1.19135,0.32662,1.06069,2.36227,0.910986,1.34585,1.01224,0.206634,1.06069,1.19135,0.32662,2.36227
76.1188,0.981274,0.0909249,4,31,0,-73.2182,2.09561,0.109805,1.9986,0.290747,1.62581,1.62419,0.912998,1.6524,2.09561,0.109805,1.62581,1.9986,0.290747,1.62419
76.7087,0.984092,0.0909249,4,31,0,-73.6205,1.41314,0.18682,1.33485,0.300555,1.80931,0.887985,0.926539,0.627509,1.41314,0.18682,1.80931,1.33485,0.300555,0.887985
73.8365,0.972418,0.0909249,5,31,0,-68.5172,0.961236,0.35241,2.05058,0.276251,2.17272,0.676489,0.846552,0.309171,0.961236,0.35241,2.17272,2.05058,0.276251,0.676489
75.2646,0.999653,0.0909249,5,47,0,-71.3727,1.89782,0.132523,1.19815,0.343419,0.566303,0.383738,0.948663,1.09417,1.89782,0.132523,0.566303,1.19815,0.343419,0.383738
74.8123,0.990653,0.0909249,5,31,0,-68.5274,1.56538,0.121611,1.64635,0.35566,0.686334,0.41451,0.968713,0.754648,1.56538,0.121611,0.686334,1.64635,0.35566,0.41451
72.638,0.988334,0.0909249,6,63,0,-68.1622,1.07209,0.0660489,0.924382,0.3912,1.13732,2.50767,0.951885,0.687011,1.07209,0.0660489,1.13732,0.924382,0.3912,2.50767
72.5205,0.998488,0.0909249,6,63,0,-69.925,1.17638,0.218823,0.924356,0.161896,2.32549,-0.394644,0.913036,0.933968,1.17638,0.218823,2.32549,0.924356,0.161896,-0.394644
72.2302,0.987614,0.0909249,5,47,0,-68.1148,1.13006,0.17536,1.05208,0.16881,2.24034,0.393306,0.881653,0.552073,1.13006,0.17536,2.24034,1.05208,0.16881,0.393306
73.4382,0.999504,0.0909249,4,31,0,-69.0029,2.10748,0.167366,1.50186,0.182942,2.27604,0.549611,0.859635,0.893825,2.10748,0.167366,2.27604,1.50186,0.182942,0.549611
72.662,0.989444,0.0909249,5,31,0,-66.8889,0.587852,0.209826,0.623977,0.400001,3.12684,1.62408,0.901533,1.70754,0.587852,0.209826,3.12684,0.623977,0.400001,1.62408
75.1946,0.983785,0.0909249,5,31,0,-68.6184,0.901939,0.2523,1.39005,0.283819,1.65089,2.413,0.871675,0.606609,0.901939,0.2523,1.65089,1.39005,0.283819,2.413
72.6949,0.993329,0.0909249,5,63,0,-70.3045,1.00065,0.106944,0.966583,0.415126,1.0479,2.38256,0.997061,2.5102,1.00065,0.106944,1.0479,0.966583,0.415126,2.38256
74.9924,0.999982,0.0909249,5,63,0,-70.856,1.47596,0.116586,2.48164,0.267238,1.1341,0.991861,0.805274,1.40668,1.47596,0.116586,1.1341,2.48164,0.267238,0.991861
75.5381,0.998636,0.0909249,5,31,0,-72.9878,1.1748,0.217111,0.938464,0.342959,1.07145,1.68045,0.819068,1.85437,1.1748,0.217111,1.07145,0.938464,0.342959,1.68045
75.0907,0.991134,0.0909249,5,31,0,-72.4571,0.68732,0.285683,1.74637,0.288369,1.17705,0.752366,0.992889,1.93785,0.68732,0.285683,1.17705,1.74637,0.288369,0.752366
76.5926,0.983065,0.0909249,5,31,0,-72.164,1.93599,0.175484,1.65591,0.297599,1.53553,0.946892,0.972989,1.62009,1.93599,0.175484,1.53553,1.65591,0.297599,0.946892
76.5793,0.975523,0.0909249,5,31,0,-73.1934,2.31429,0.149456,1.37455,0.287138,1.54272,0.602149,0.919588,1.62374,2.31429,0.149456,1.54272,1.37455,0.287138,0.602149
73.3209,0.962448,0.0909249,3,7,0,-72.2297,3.58591,0.169089,1.17684,0.259301,1.43475,0.680385,0.911474,0.937483,3.58591,0.169089,1.43475,1.17684,0.259301,0.680385
73.1473,0.999638,0.0909249,5,31,0,-69.0692,0.353435,0.201303,1.81009,0.329966,2.18737,0.0448655,0.834732,0.341784,0.353435,0.201303,2.18737,1.81009,0.329966,0.0448655
71.3009,0.996492,0.0909249,5,31,0,-68.1878,2.93254,0.175723,2.108,0.244269,1.85092,0.808582,0.799065,0.219364,2.93254,0.175723,1.85092,2.108,0.244269,0.808582
72.8566,0.997971,0.0909249,5,31,0,-68.1863,0.335376,0.156594,1.25375,0.289951,1.46309,0.884957,0.961586,0.18491,0.335376,0.156594,1.46309,1.25375,0.289951,0.884957
75.7017,0.994878,0.0909249,5,31,0,-70.7792,0.591783,0.136127,1.21846,0.322046,1.24736,0.613901,0.95248,2.12361,0.591783,0.136127,1.24736,1.21846,0.322046,0.613901
76.0577,0.994058,0.0909249,4,15,0,-71.1515,0.625278,0.272234,1.55589,0.316374,1.33561,0.45017,0.950912,1.80863,0.625278,0.272234,1.33561,1.55589,0.316374,0.45017
74.2165,0.975903,0.0909249,5,31,0,-71.0279,1.92975,0.133719,0.653025,0.302002,1.38654,1.98734,0.867767,1.5299,1.92975,0.133719,1.38654,0.653025,0.302002,1.98734
74.0962,0.997587,0.0909249,5,31,0,-70.5255,0.854946,0.0983089,2.52027,0.247851,0.223551,0.109918,0.889628,1.58854,0.854946,0.0983089,0.223551,2.52027,0.247851,0.109918
76.4079,0.997962,0.0909249,5,63,0,-71.2043,0.994559,0.28992,1.25405,0.355064,1.95661,0.921299,0.842356,1.17223,0.994559,0.28992,1.95661,1.25405,0.355064,0.921299
77.2799,0.998593,0.0909249,4,31,0,-73.378,0.869279,0.198147,1.58958,0.342561,1.48734,0.846927,0.882636,1.84716,0.869279,0.198147,1.48734,1.58958,0.342561,0.846927
77.1455,0.969623,0.0909249,4,15,0,-71.6153,0.924603,0.152053,1.54125,0.341129,1.49139,0.779166,0.883637,1.75293,0.924603,0.152053,1.49139,1.54125,0.341129,0.779166
