# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = real_model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = real_data.R
# init = 2 (Default)
# random
#   seed = 4166733226
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0909249
# Diagonal elements of inverse mass matrix:
# 1.10562, 0.900138, 0.453338, 0.249102, 0.453292, 0.498811, 0.00542469, 2.92607
77.4732,0.598037,0.0909249,5,31,0,-74.0048,0.244335,0.441492,0.225067,1.01713,0.726174,0.178795,0.96742,0.0338277,0.244335,0.441492,0.726174,0.225067,1.01713,0.178795
77.6213,0.653247,0.0909249,5,47,0,-73.0601,0.474678,0.413925,0.461223,0.487981,2.55189,1.37297,0.768746,0.0187718,0.474678,0.413925,2.55189,0.461223,0.487981,1.37297
75.5634,0.964109,0.0909249,5,31,0,-73.0428,2.00496,0.174251,0.276959,1.47289,-0.235231,0.194779,0.914824,0.0173928,2.00496,0.174251,-0.235231,0.276959,1.47289,0.194779
74.0317,0.368848,0.0909249,4,23,0,-71.3751,1.23496,0.248633,0.305323,1.81018,-0.0777465,0.17295,0.921981,0.010332,1.23496,0.248633,-0.0777465,0.305323,1.81018,0.17295
68.7034,0.572349,0.0909249,5,31,0,-66.6176,1.52647,0.0639628,0.117593,2.29883,0.750204,0.943068,0.790948,0.146341,1.52647,0.0639628,0.750204,0.117593,2.29883,0.943068
75.8034,0.986676,0.0909249,4,15,0,-68.8987,1.51384,0.119934,0.156337,2.02655,0.783848,0.168435,0.778052,0.0536035,1.51384,0.119934,0.783848,0.156337,2.02655,0.168435
77.366,0.803308,0.0909249,5,31,0,-69.0944,1.76521,0.181249,0.381932,1.10447,0.407793,0.430793,0.87848,0.00366082,1.76521,0.181249,0.407793,0.381932,1.10447,0.430793
75.2256,0.964987,0.0909249,3,7,0,-73.3922,2.1632,0.282915,0.432997,1.00575,0.284385,0.417173,0.862491,0.0032846,2.1632,0.282915,0.284385,0.432997,1.00575,0.417173
73.6484,0.675988,0.0909249,5,31,0,-68.0052,0.886946,0.0674572,0.248123,0.534466,0.547371,0.300762,0.970889,0.0626159,0.886946,0.0674572,0.547371,0.248123,0.534466,0.300762
74.7016,0.981477,0.0909249,5,31,0,-70.3058,1.18276,0.191669,0.131949,0.640868,0.695976,0.189377,0.890675,0.0726845,1.18276,0.191669,0.695976,0.131949,0.640868,0.189377
77.0271,0.992971,0.0909249,5,31,0,-72.1704,1.39182,0.130041,0.296246,0.553631,0.894686,0.491012,0.928953,0.0394352,1.39182,0.130041,0.894686,0.296246,0.553631,0.491012
72.3803,0.835573,0.0909249,4,31,0,-67.6343,0.23298,0.15269,0.360144,0.374892,1.73558,-0.0274152,0.897645,0.0361424,0.23298,0.15269,1.73558,0.360144,0.374892,-0.0274152
78.0373,0.922025,0.0909249,4,31,0,-70.6443,0.397645,0.291378,0.239658,0.675763,1.7569,-0.361305,0.851345,0.0227884,0.397645,0.291378,1.7569,0.239658,0.675763,-0.361305
79.2025,0.756072,0.0909249,4,31,0,-76.73,0.626229,0.345545,0.450388,0.758532,1.70679,0.626291,0.832285,0.0108067,0.626229,0.345545,1.70679,0.450388,0.758532,0.626291
79.0691,0.984795,0.0909249,4,31,0,-69.1912,0.619525,0.279674,0.200353,0.972123,1.60574,0.154792,0.872188,0.0545525,0.619525,0.279674,1.60574,0.200353,0.972123,0.154792
78.6291,0.437976,0.0909249,5,31,0,-74.982,1.71554,0.184804,0.313038,1.94273,0.528569,0.361534,0.825757,0.0084014,1.71554,0.184804,0.528569,0.313038,1.94273,0.361534
75.6813,0.0897563,0.0909249,6,127,0,-71.5679,1.22878,0.109293,0.275833,1.12617,0.644157,0.251003,0.792191,0.00958666,1.22878,0.109293,0.644157,0.275833,1.12617,0.251003
74.249,0.932677,0.0909249,5,31,0,-71.219,0.190265,0.308173,0.186862,1.6442,1.16947,0.257379,0.763646,0.026374,0.190265,0.308173,1.16947,0.186862,1.6442,0.257379
74.9816,0.822563,0.0909249,5,31,0,-67.077,0.29537,0.187354,0.309116,0.419932,1.90264,0.511545,0.877619,0.0901397,0.29537,0.187354,1.90264,0.309116,0.419932,0.511545
76.414,0.821501,0.0909249,5,31,0,-72.9109,0.225563,0.281373,0.403369,0.521704,1.56764,0.700115,0.879079,0.0201697,0.225563,0.281373,1.56764,0.403369,0.521704,0.700115
77.1381,0.6904,0.0909249,5,63,0,-74.3764,0.487406,0.170656,0.285055,1.15748,2.05297,-0.0015074,0.873766,0.0101761,0.487406,0.170656,2.05297,0.285055,1.15748,-0.0015074
76.8423,0.99916,0.0909249,5,31,0,-73.9712,0.947572,0.0835453,0.307768,0.577775,1.46213,0.861492,0.831581,0.0388267,0.947572,0.0835453,1.46213,0.307768,0.577775,0.861492
78.1308,0.988994,0.0909249,5,31,0,-71.5838,0.168505,2.99879,0.264412,0.859325,1.85632,0.783511,0.905314,0.0311679,0.168505,2.99879,1.85632,0.264412,0.859325,0.783511
76.4457,0.826195,0.0909249,5,31,0,-72.6795,0.161171,1.39874,0.188462,0.871722,2.48328,0.161167,0.905785,0.0735666,0.161171,1.39874,2.48328,0.188462,0.871722,0.161167
79.3485,0.996294,0.0909249,5,31,0,-74.9145,0.317543,0.74833,0.292096,1.68175,1.11939,0.685336,0.877641,0.0183702,0.317543,0.74833,1.11939,0.292096,1.68175,0.685336
78.3673,0.101876,0.0909249,5,31,0,-75.8551,0.325161,0.731757,0.285288,1.57937,1.09027,0.728646,0.874377,0.0143172,0.325161,0.731757,1.09027,0.285288,1.57937,0.728646
73.7647,0.571806,0.0909249,4,31,0,-72.0467,0.168411,2.00521,0.402154,0.381167,2.04715,0.559272,0.762245,0.0624344,0.168411,2.00521,2.04715,0.402154,0.381167,0.559272
75.3616,0.861282,0.0909249,5,31,0,-68.6742,0.219494,0.618937,0.164488,2.40756,0.748209,0.142872,0.882894,0.0264725,0.219494,0.618937,0.748209,0.164488,2.40756,0.142872
77.4486,0.920157,0.0909249,4,15,0,-74.3292,0.211612,0.678179,0.172305,2.39167,0.801767,0.176635,0.880628,0.0306875,0.211612,0.678179,0.801767,0.172305,2.39167,0.176635
79.3412,0.982648,0.0909249,5,31,0,-75.8692,0.145665,2.21251,0.244213,1.51122,1.00037,0.969381,0.917069,0.0357951,0.145665,2.21251,1.00037,0.244213,1.51122,0.969381
79.5685,0.992794,0.0909249,5,31,0,-77.4006,0.330052,0.527189,0.247969,0.8678,2.44821,0.770707,0.794565,0.0399363,0.330052,0.527189,2.44821,0.247969,0.8678,0.770707
77.279,0.522569,0.0909249,5,31,0,-73.5734,0.231686,0.318923,0.2247,1.5865,0.561611,0.207788,0.922628,0.0280665,0.231686,0.318923,0.561611,0.2247,1.5865,0.207788
79.8739,0.980819,0.0909249,5,31,0,-75.5306,0.499677,0.41154,0.250445,1.27064,1.70384,0.463667,0.803315,0.0257601,0.499677,0.41154,1.70384,0.250445,1.27064,0.463667
79.849,0.942266,0.0909249,5,63,0,-78.2334,0.422734,0.4326,0.313843,0.809526,1.19214,0.104837,0.858396,0.0179714,0.422734,0.4326,1.19214,0.313843,0.809526,0.104837
77.2227,0.785336,0.0909249,5,63,0,-74.5722,0.140766,0.537439,0.15806,1.65237,1.98224,1.15658,0.876735,0.111403,0.140766,0.537439,1.98224,0.15806,1.65237,1.15658
78.7068,0.652861,0.0909249,5,31,0,-73.6004,0.137198,0.766038,0.200911,1.10389,1.40376,1.14692,0.784097,0.0569706,0.137198,0.766038,1.40376,0.200911,1.10389,1.14692
78.2941,1,0.0909249,5,31,0,-75.7489,1.05334,0.26834,0.512738,0.479358,1.71655,0.371758,0.83717,0.00344658,1.05334,0.26834,1.71655,0.512738,0.479358,0.371758
77.2897,0.793936,0.0909249,5,63,0,-74.8871,1.14419,0.24563,0.402751,1.00947,1.9841,-0.317062,0.845403,0.00127637,1.14419,0.24563,1.9841,0.402751,1.00947,-0.317062
73.1803,0.876453,0.0909249,6,63,0,-66.5439,0.905677,0.118304,1.09482,0.296172,-0.188919,2.59197,0.862933,2.06426,0.905677,0.118304,-0.188919,1.09482,0.296172,2.59197
69.8178,0.986806,0.0909249,5,63,0,-65.0246,0.290548,0.164352,2.30709,0.234943,2.13321,0.85178,1.05714,2.11281,0.290548,0.164352,2.13321,2.30709,0.234943,0.85178
73.5462,0.999895,0.0909249,4,15,0,-68.6978,0.325257,0.176867,2.19412,0.29414,1.65158,0.970177,1.00521,1.07191,0.325257,0.176867,1.65158,2.19412,0.29414,0.970177
74.6994,0.997985,0.0909249,5,31,0,-71.0733,0.992432,0.27521,1.24254,0.373153,2.12421,0.781101,1.04262,1.51191,0.992432,0.27521,2.12421,1.24254,0.373153,0.781101
73.4376,0.952799,0.0909249,6,63,0,-70.0495,0.325577,0.237896,0.60013,0.425764,1.77546,2.83579,0.770286,0.109422,0.325577,0.237896,1.77546,0.60013,0.425764,2.83579
72.4403,0.886685,0.0909249,5,31,0,-69.3752,0.166659,0.235448,0.542263,0.440114,2.12311,3.12213,0.831644,0.0706812,0.166659,0.235448,2.12311,0.542263,0.440114,3.12213
75.0487,0.937889,0.0909249,6,63,0,-70.443,0.773546,0.304915,0.252408,0.703323,1.61961,-0.724246,0.86531,0.00486435,0.773546,0.304915,1.61961,0.252408,0.703323,-0.724246
74.9135,0.971026,0.0909249,5,31,0,-70.3521,0.527645,0.199235,0.33177,0.747129,0.754518,0.830013,0.903695,0.0752971,0.527645,0.199235,0.754518,0.33177,0.747129,0.830013
74.9952,0.985248,0.0909249,5,47,0,-71.7945,0.269213,0.205962,0.416005,0.429567,0.668278,0.107017,0.878475,0.0329272,0.269213,0.205962,0.668278,0.416005,0.429567,0.107017
77.0777,0.986981,0.0909249,4,15,0,-70.707,0.373234,0.278736,0.356978,0.457796,0.706988,0.323335,0.876705,0.0344369,0.373234,0.278736,0.706988,0.356978,0.457796,0.323335
76.4209,0.946669,0.0909249,5,31,0,-74.6846,0.43203,0.203583,0.375218,0.553968,0.645617,0.471296,0.877794,0.0403541,0.43203,0.203583,0.645617,0.375218,0.553968,0.471296
77.1059,0.979569,0.0909249,5,31,0,-74.2455,0.741635,0.228118,0.467889,0.74851,2.07273,1.00113,0.804564,0.015264,0.741635,0.228118,2.07273,0.467889,0.74851,1.00113
77.7012,0.986708,0.0909249,5,31,0,-76.1697,0.836475,0.348215,0.576201,0.520283,2.15691,0.302323,0.831309,0.00484123,0.836475,0.348215,2.15691,0.576201,0.520283,0.302323
79.4695,0.912611,0.0909249,5,31,0,-76.459,0.643649,0.342773,0.304151,0.911219,2.24741,0.310694,0.771162,0.0235419,0.643649,0.342773,2.24741,0.304151,0.911219,0.310694
78.7264,0.888056,0.0909249,4,31,0,-76.6008,0.830662,0.301172,0.519509,0.687552,1.85213,0.257823,0.838298,0.00321041,0.830662,0.301172,1.85213,0.519509,0.687552,0.257823
78.2718,0.981301,0.0909249,5,63,0,-76.3667,0.108457,0.721896,0.150774,1.0783,0.968164,0.594993,0.844943,0.120766,0.108457,0.721896,0.968164,0.150774,1.0783,0.594993
76.8692,0.985161,0.0909249,5,31,0,-75.763,0.348832,1.98733,0.366254,1.06247,1.94666,0.481344,0.777019,0.00568422,0.348832,1.98733,1.94666,0.366254,1.06247,0.481344
76.6218,0.214071,0.0909249,5,31,0,-70.6231,0.287413,1.85028,0.353295,0.986023,1.72603,0.354311,0.782566,0.00458617,0.287413,1.85028,1.72603,0.353295,0.986023,0.354311
75.793,0.799358,0.0909249,5,31,0,-71.5393,1.50608,0.0850083,0.133569,1.74058,1.0453,0.551125,0.866383,0.0907717,1.50608,0.0850083,1.0453,0.133569,1.74058,0.551125
76.278,0.978841,0.0909249,5,31,0,-73.5913,0.758203,0.107072,0.142148,1.5227,0.931454,0.0781022,0.83864,0.0544803,0.758203,0.107072,0.931454,0.142148,1.5227,0.0781022
79.0977,0.996523,0.0909249,4,15,0,-75.0772,1.96485,0.225886,0.307049,1.16629,1.07541,0.347732,0.857422,0.0123519,1.96485,0.225886,1.07541,0.307049,1.16629,0.347732
73.1021,0.881667,0.0909249,4,15,0,-71.4932,0.655769,0.0672145,0.277323,2.4799,0.606712,0.312192,0.839585,0.0108821,0.655769,0.0672145,0.606712,0.277323,2.4799,0.312192
71.6943,1,0.0909249,5,31,0,-69.6274,0.323343,0.086952,0.205633,1.89293,0.205227,1.27058,0.806518,0.0639567,0.323343,0.086952,0.205227,0.205633,1.89293,1.27058
70.4042,0.709507,0.0909249,6,63,0,-65.9344,0.314475,1.03744,0.25542,0.49567,2.95109,0.763246,0.929093,0.0425943,0.314475,1.03744,2.95109,0.25542,0.49567,0.763246
73.6754,0.930082,0.0909249,5,47,0,-66.5791,0.148102,0.246025,0.247603,1.73302,2.70483,1.70897,0.826163,0.0277823,0.148102,0.246025,2.70483,0.247603,1.73302,1.70897
75.1863,0.600143,0.0909249,5,31,0,-69.2191,0.13507,0.257023,0.207431,1.75505,2.4799,1.7085,0.864608,0.0543066,0.13507,0.257023,2.4799,0.207431,1.75505,1.7085
75.1863,0.0579152,0.0909249,5,31,0,-68.959,0.13507,0.257023,0.207431,1.75505,2.4799,1.7085,0.864608,0.0543066,0.13507,0.257023,2.4799,0.207431,1.75505,1.7085
71.8539,0.115525,0.0909249,5,31,0,-68.1027,0.183268,0.271399,0.197721,1.71196,2.56063,1.58244,0.8643,0.0290569,0.183268,0.271399,2.56063,0.197721,1.71196,1.58244
70.9874,0.526324,0.0909249,5,31,0,-63.6068,0.0513526,2.87127,0.209423,0.805261,3.05757,2.0282,0.853489,0.170318,0.0513526,2.87127,3.05757,0.209423,0.805261,2.0282
72.1619,0.996345,0.0909249,5,31,0,-68.1594,0.231692,0.421061,0.459227,0.541702,0.207164,0.506643,0.83678,0.0326231,0.231692,0.421061,0.207164,0.459227,0.541702,0.506643
75.6868,0.997884,0.0909249,5,31,0,-69.2615,0.197838,0.383216,0.417877,0.54132,0.370019,0.780388,0.826228,0.0362632,0.197838,0.383216,0.370019,0.417877,0.54132,0.780388
77.8354,0.97385,0.0909249,5,31,0,-73.2116,0.704451,0.217362,0.23436,1.07161,1.57247,0.765018,0.823765,0.0410098,0.704451,0.217362,1.57247,0.23436,1.07161,0.765018
75.3471,0.925315,0.0909249,5,31,0,-71.1871,1.25002,0.258784,0.539876,0.557481,0.696974,0.0670438,0.77589,0.00142211,1.25002,0.258784,0.696974,0.539876,0.557481,0.0670438
75.5649,0.908758,0.0909249,5,31,0,-68.79,0.854667,0.134277,0.426047,0.83962,0.648963,0.0190278,0.913135,0.00351271,0.854667,0.134277,0.648963,0.426047,0.83962,0.0190278
74.9089,0.984474,0.0909249,4,15,0,-71.1155,2.5741,0.188417,0.546572,0.860352,1.01544,0.481385,0.961528,0.00101835,2.5741,0.188417,1.01544,0.546572,0.860352,0.481385
77.0763,0.901255,0.0909249,5,31,0,-70.9845,1.14002,0.164567,0.596492,0.646838,0.998075,0.550337,0.801321,0.0013361,1.14002,0.164567,0.998075,0.596492,0.646838,0.550337
78.1074,0.991874,0.0909249,5,31,0,-75.2143,1.41131,0.250175,0.495635,0.865615,1.85942,0.237141,0.873164,0.000871666,1.41131,0.250175,1.85942,0.495635,0.865615,0.237141
75.7929,0.906003,0.0909249,5,31,0,-73.8381,1.02221,0.345517,0.629372,0.564509,3.39442,1.01709,0.905157,0.00160946,1.02221,0.345517,3.39442,0.629372,0.564509,1.01709
73.0038,0.983986,0.0909249,5,31,0,-70.6369,0.763852,0.166074,0.23334,0.515744,3.66031,1.33752,0.835328,0.135604,0.763852,0.166074,3.66031,0.23334,0.515744,1.33752
76.3451,0.963443,0.0909249,5,63,0,-70.6394,0.468678,0.233703,0.238741,0.999521,3.45217,0.981428,0.842788,0.0453737,0.468678,0.233703,3.45217,0.238741,0.999521,0.981428
78.4845,0.802652,0.0909249,5,63,0,-71.6354,0.24169,0.577605,0.208957,0.944994,2.30983,1.01709,0.913037,0.0524168,0.24169,0.577605,2.30983,0.208957,0.944994,1.01709
79.1769,0.989929,0.0909249,5,31,0,-76.5372,0.208353,1.67197,0.382768,0.645557,0.909972,1.38518,0.89158,0.0196542,0.208353,1.67197,0.909972,0.382768,0.645557,1.38518
75.9207,0.785565,0.0909249,5,31,0,-74.6643,0.152899,1.29466,0.519703,0.345569,0.801691,0.451556,0.898795,0.0628082,0.152899,1.29466,0.801691,0.519703,0.345569,0.451556
75.0471,0.739179,0.0909249,5,63,0,-72.7088,0.0923239,1.63209,0.324075,0.415132,0.515191,0.887431,0.909955,0.0513156,0.0923239,1.63209,0.515191,0.324075,0.415132,0.887431
76.287,0.967144,0.0909249,6,63,0,-73.4832,0.177176,1.42107,0.287451,1.31447,2.56433,1.63038,0.815587,0.0255361,0.177176,1.42107,2.56433,0.287451,1.31447,1.63038
74.4791,0.984051,0.0909249,5,31,0,-71.5626,1.94142,0.0778007,0.218332,0.602289,0.650123,-0.448871,0.877571,0.0247146,1.94142,0.0778007,0.650123,0.218332,0.602289,-0.448871
72.8877,0.957063,0.0909249,4,31,0,-70.1558,1.92798,0.0828471,0.194376,0.569933,0.505038,-0.334253,0.875361,0.0759488,1.92798,0.0828471,0.505038,0.194376,0.569933,-0.334253
73.3429,0.815892,0.0909249,5,31,0,-64.6376,0.426092,0.056482,0.162915,0.66585,1.1711,0.279726,0.836376,0.0720345,0.426092,0.056482,1.1711,0.162915,0.66585,0.279726
69.0579,0.913974,0.0909249,5,63,0,-66.4188,0.73354,0.264677,1.70577,0.468579,2.2823,0.469086,0.90951,0.000163008,0.73354,0.264677,2.2823,1.70577,0.468579,0.469086
76.1116,0.986754,0.0909249,5,31,0,-66.7004,0.548259,0.288113,0.644297,0.419415,1.38014,0.772425,0.798381,0.0264142,0.548259,0.288113,1.38014,0.644297,0.419415,0.772425
71.5017,0.997184,0.0909249,5,31,0,-68.6188,0.113967,2.26192,1.64668,0.359249,0.617961,1.8573,1.0422,0.0715361,0.113967,2.26192,0.617961,1.64668,0.359249,1.8573
66.391,0.970827,0.0909249,4,15,0,-64.7653,0.077017,3.36429,2.21189,0.4077,0.507719,2.21986,1.06195,0.119401,0.077017,3.36429,0.507719,2.21189,0.4077,2.21986
69.9638,0.958438,0.0909249,4,15,0,-60.785,0.217823,0.42531,1.11879,0.231958,0.955076,2.79056,0.910044,0.0466186,0.217823,0.42531,0.955076,1.11879,0.231958,2.79056
68.232,0.956622,0.0909249,6,63,0,-63.7225,0.159351,0.710657,0.779274,0.167935,0.664522,-1.28754,0.917062,0.0612393,0.159351,0.710657,0.664522,0.779274,0.167935,-1.28754
69.2358,0.474419,0.0909249,6,63,0,-64.0328,0.347488,0.635087,1.09579,0.558387,0.915695,0.548076,0.958186,0.00296073,0.347488,0.635087,0.915695,1.09579,0.558387,0.548076
72.8677,1,0.0909249,5,31,0,-67.6451,0.416103,0.372251,0.353108,0.305724,1.16103,0.00522733,0.943515,0.0106811,0.416103,0.372251,1.16103,0.353108,0.305724,0.00522733
75.0988,0.937766,0.0909249,5,63,0,-69.8781,0.267078,0.283793,0.306103,0.83736,1.14955,-0.0858688,0.931566,0.00892366,0.267078,0.283793,1.14955,0.306103,0.83736,-0.0858688
77.0058,0.966188,0.0909249,5,31,0,-72.2723,0.430216,0.467439,0.389572,0.723427,1.20896,-0.165179,0.908478,0.00935427,0.430216,0.467439,1.20896,0.389572,0.723427,-0.165179
74.0676,0.922826,0.0909249,5,31,0,-72.6491,1.49783,0.134047,0.675627,0.501333,2.77585,1.88014,0.790212,0.0144592,1.49783,0.134047,2.77585,0.675627,0.501333,1.88014
74.562,0.789031,0.0909249,5,47,0,-67.1084,1.17682,0.0433553,0.293542,0.597777,1.67198,1.24541,0.832964,0.0593234,1.17682,0.0433553,1.67198,0.293542,0.597777,1.24541
74.1955,0.993665,0.0909249,5,31,0,-71.2689,2.60483,0.0446634,0.385322,0.765595,0.84957,1.34407,0.814913,0.0132359,2.60483,0.0446634,0.84957,0.385322,0.765595,1.34407
75.2717,0.962015,0.0909249,5,31,0,-72.1465,0.852263,0.0466546,0.289418,1.12881,1.4977,1.23327,0.822442,0.0217443,0.852263,0.0466546,1.4977,0.289418,1.12881,1.23327
75.829,0.995614,0.0909249,5,47,0,-71.9767,1.2571,0.127057,0.362614,0.539282,2.43067,1.30495,0.934621,0.0528601,1.2571,0.127057,2.43067,0.362614,0.539282,1.30495
76.6037,0.990154,0.0909249,5,31,0,-73.1339,0.598115,0.265893,0.630279,0.565542,0.938633,1.46206,0.904772,0.00825333,0.598115,0.265893,0.938633,0.630279,0.565542,1.46206
77.6275,0.982133,0.0909249,5,63,0,-73.9924,0.170107,1.04441,0.162067,1.38729,2.36476,-0.072217,0.833975,0.0484473,0.170107,1.04441,2.36476,0.162067,1.38729,-0.072217
79.1241,0.959595,0.0909249,5,31,0,-75.2294,0.147955,0.882499,0.245902,1.28108,1.56173,1.39108,0.772264,0.044688,0.147955,0.882499,1.56173,0.245902,1.28108,1.39108
80.1516,0.863358,0.0909249,4,15,0,-76.3079,0.173612,0.936303,0.213095,1.146,1.80419,0.965238,0.801685,0.0620029,0.173612,0.936303,1.80419,0.213095,1.146,0.965238
78.4968,0.332471,0.0909249,5,63,0,-76.8447,0.238029,0.536056,0.323756,0.972903,1.53225,1.75085,0.794905,0.0195464,0.238029,0.536056,1.53225,0.323756,0.972903,1.75085
71.8336,0.959036,0.0909249,6,95,0,-69.1626,0.268783,0.510841,2.30819,0.313004,1.59602,2.68973,0.928751,0.0413924,0.268783,0.510841,1.59602,2.30819,0.313004,2.68973
73.7385,0.989166,0.0909249,5,31,0,-69.2012,0.428341,0.305203,1.00893,0.298116,0.882767,1.59398,0.86428,0.102605,0.428341,0.305203,0.882767,1.00893,0.298116,1.59398
77.463,0.963348,0.0909249,5,63,0,-71.7086,1.67316,0.0897317,0.349908,0.766661,1.17384,1.126,0.871207,0.0190967,1.67316,0.0897317,1.17384,0.349908,0.766661,1.126
76.2884,0.752119,0.0909249,5,31,0,-68.3342,0.607546,0.292655,0.306433,1.14441,3.77939,0.260761,0.842337,0.0104324,0.607546,0.292655,3.77939,0.306433,1.14441,0.260761
76.1805,0.9199,0.0909249,5,63,0,-72.4202,1.51138,0.0941503,0.382156,0.826038,-0.338692,0.917997,0.855332,0.0104491,1.51138,0.0941503,-0.338692,0.382156,0.826038,0.917997
78.0967,0.942248,0.0909249,5,47,0,-72.1446,0.754689,0.358454,0.235095,1.16659,3.01935,-0.13271,0.867882,0.0189245,0.754689,0.358454,3.01935,0.235095,1.16659,-0.13271
73.0103,0.777859,0.0909249,4,31,0,-68.5974,0.404498,0.36662,0.145862,2.13524,3.52598,-0.241708,0.898576,0.0436109,0.404498,0.36662,3.52598,0.145862,2.13524,-0.241708
74.418,0.902666,0.0909249,4,15,0,-71.8107,0.713657,0.387397,0.162922,2.09625,3.26907,-0.403415,0.897376,0.0250502,0.713657,0.387397,3.26907,0.162922,2.09625,-0.403415
75.3409,0.385428,0.0909249,5,31,0,-71.7316,0.843605,0.374114,0.23013,2.36565,3.11916,-0.18195,0.893654,0.0120064,0.843605,0.374114,3.11916,0.23013,2.36565,-0.18195
78.3416,0.919176,0.0909249,5,31,0,-73.2876,0.727126,0.304068,0.328542,0.758246,3.20538,0.475751,0.880804,0.0202831,0.727126,0.304068,3.20538,0.328542,0.758246,0.475751
79.8988,0.987565,0.0909249,5,31,0,-75.5422,0.779921,0.285566,0.365174,0.962738,2.08803,0.225389,0.734569,0.00642977,0.779921,0.285566,2.08803,0.365174,0.962738,0.225389
77.7402,0.948927,0.0909249,5,63,0,-74.98,0.136286,0.417737,0.189984,1.27197,0.748405,0.505173,0.930538,0.0533121,0.136286,0.417737,0.748405,0.189984,1.27197,0.505173
78.8799,0.708661,0.0909249,5,31,0,-72.8256,0.113255,0.603179,0.161496,1.23712,1.07854,0.478549,0.863788,0.072024,0.113255,0.603179,1.07854,0.161496,1.23712,0.478549
77.7314,0.973644,0.0909249,4,15,0,-76.6912,0.0910348,0.482819,0.159215,1.07758,0.833434,0.624363,0.859889,0.0899068,0.0910348,0.482819,0.833434,0.159215,1.07758,0.624363
79.6955,0.935815,0.0909249,4,31,0,-73.5321,0.328736,0.338729,0.228281,0.878179,1.18749,0.217197,0.87621,0.0437876,0.328736,0.338729,1.18749,0.228281,0.878179,0.217197
76.296,0.88883,0.0909249,5,31,0,-75.0021,0.325189,0.279967,0.419938,0.44362,0.999268,0.269798,0.907337,0.0139358,0.325189,0.279967,0.999268,0.419938,0.44362,0.269798
73.4144,0.936765,0.0909249,5,63,0,-70.6288,2.26828,0.189091,0.264052,0.961955,2.90514,0.414749,0.879091,0.0127739,2.26828,0.189091,2.90514,0.264052,0.961955,0.414749
75.0767,0.972616,0.0909249,5,31,0,-72.5011,1.53831,0.205525,0.221217,0.967495,2.52605,0.432452,0.855375,0.023449,1.53831,0.205525,2.52605,0.221217,0.967495,0.432452
79.0894,0.929137,0.0909249,3,15,0,-72.783,1.43671,0.228298,0.251193,1.06617,2.73939,0.28325,0.861486,0.0247739,1.43671,0.228298,2.73939,0.251193,1.06617,0.28325
74.5972,0.920369,0.0909249,5,31,0,-68.926,0.110567,0.279445,0.230234,1.65287,2.32127,1.78515,0.842345,0.0424036,0.110567,0.279445,2.32127,0.230234,1.65287,1.78515
77.7344,0.999659,0.0909249,5,63,0,-71.7491,0.430558,0.182026,0.173453,1.77274,1.33078,0.309506,0.842047,0.0548737,0.430558,0.182026,1.33078,0.173453,1.77274,0.309506
79.6956,0.982325,0.0909249,5,63,0,-76.9573,0.702418,0.238385,0.203925,1.77723,1.43144,0.176198,0.814983,0.0318086,0.702418,0.238385,1.43144,0.203925,1.77723,0.176198
79.308,0.849513,0.0909249,5,63,0,-74.5904,0.307454,0.741153,0.278802,0.955457,2.32454,0.475117,0.865358,0.023279,0.307454,0.741153,2.32454,0.278802,0.955457,0.475117
74.8507,0.923857,0.0909249,4,31,0,-73.2845,0.18916,0.28672,0.163506,1.39684,3.26225,0.638028,0.820468,0.0597502,0.18916,0.28672,3.26225,0.163506,1.39684,0.638028
78.6008,0.979604,0.0909249,5,63,0,-73.0547,0.494734,0.349781,0.210342,1.47236,2.82404,0.279114,0.79476,0.0310264,0.494734,0.349781,2.82404,0.210342,1.47236,0.279114
77.9556,0.999556,0.0909249,5,31,0,-75.8348,0.626801,0.246721,0.353025,1.40679,0.664889,0.579553,0.903676,0.00805279,0.626801,0.246721,0.664889,0.353025,1.40679,0.579553
70.3508,0.244302,0.0909249,3,7,0,-67.9088,0.698711,0.354687,0.343045,1.35046,0.694439,0.821471,0.908864,0.00541915,0.698711,0.354687,0.694439,0.343045,1.35046,0.821471
77.6114,0.475976,0.0909249,5,55,0,-67.4891,0.806172,0.244882,0.439024,0.996142,0.862236,0.765511,0.906666,0.0054617,0.806172,0.244882,0.862236,0.439024,0.996142,0.765511
